"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"NPEPPS",12.4445,12.0343,12.3724,12.4619,12.0028,12.0772,11.7166,12.7883,11.3304,11.833,12.2453,11.9056,12.3596,12.4277,12.4794,11.6504,11.6404,11.6043,11.8218,11.6353,11.6393,11.5112,11.4753,12.1522,12.0115,11.7991,11.1211,11.8976,11.9185,12.3071,11.5254,12.7204,12.5002,11.5684,11.8778,11.7337,12.0111,11.6339,11.321,11.7619,11.4567,11.4256,12.0895,11.5805,11.8481
"KPNB1",13.9555,13.5345,13.373,12.9539,11.7915,12.7617,12.6821,13.303,12.4926,12.9492,13.6913,12.4098,13.4946,13.3621,13.5104,12.5597,12.5047,12.4734,12.4493,12.7079,12.5511,12.4657,12.7154,12.9228,13.2392,12.9986,13.2686,13.5217,13.3474,13.5591,13.2928,14.4505,13.7368,13.0141,12.9908,13.5004,13.3444,13.2651,12.2592,12.8018,12.3519,12.5999,12.671,12.3667,12.4903
"TBKBP1",9.2206,9.6006,9.5193,8.6363,8.6208,9.5363,9.5926,9.7928,8.0486,9.2531,8.6267,8.3873,9.2124,9.6509,8.9487,8.8503,9.3841,9.1028,8.9648,9.4136,9.113,9.1227,8.6489,8.7393,8.5334,8.2296,8.0802,8.8359,9.4306,8.1165,8.5081,9.4935,8.8884,8.4394,8.2872,8.4124,8.2668,8.1062,9.639,8.5482,8.9601,9.147,8.7623,9.4742,8.1815
"TBX21",6.3381,5.9188,7.1103,6.834,6.742,6.916,7.7135,6.6913,7.008,6.8925,6.8711,7.4581,6.6063,6.3979,6.8435,7.5799,8.8871,7.247,7.4443,8.285,8.0926,6.4926,7.7008,7.0837,6.0814,7.5359,7.1328,7.4669,7.0556,5.9966,8.2617,6.0771,6.9853,6.2883,6.5332,6.883,6.4061,7.489,7.7487,8.7603,7.4346,8.2482,7.9674,7.7228,7.6719
"OSBPL7",10.0538,9.1791,9.5355,9.7799,8.2485,8.9193,10.6383,8.672,8.7833,9.2068,9.5982,10.8217,8.097,9.8116,7.7908,9.3962,9.0415,9.6385,9.3913,9.4571,9.1283,8.6732,9.3699,8.9332,8.0703,9.0292,8.5739,9.4417,9.1428,7.7991,8.7291,8.9299,8.9372,8.2423,8.7879,8.5923,8.4853,8.8027,9.2094,8.8677,9.5593,8.8862,9.1137,9.4586,8.4017
"MRPL10",11.2597,10.5685,10.6541,10.46,11.1988,10.529,10.612,10.5246,9.5831,10.5951,10.6712,10.441,10.5556,10.6688,11.3118,10.3136,10.4261,10.0885,10.0963,10.3567,10.1785,10.048,10.5525,10.0677,10.5212,10.0068,10.2484,10.8809,10.6415,10.4816,10.4403,11.3269,10.8416,9.7933,10.415,10.3543,10.4671,10.1089,10.752,10.4239,10.2035,10.3626,10.179,10.1531,10.996
"LRRC46",6.9209,7.4878,8.8984,7.4856,8.0765,7.1404,10.0339,7.5583,7.9955,7.7203,7.6833,9.7423,7.1103,9.0195,7.4758,9.2894,9.8857,12.2249,6.7492,6.6308,7.9639,6.8711,6.7061,7.1809,6.8472,7.1795,7.5062,7.7571,6.9304,9.8922,7.3355,7.6799,7.3769,6.6052,6.784,6.8397,6.7854,6.5782,6.6726,8.1219,11.6151,8.1598,6.5724,9.3125,8.2606
"SCRN2",10.6391,9.9357,9.4026,9.195,9.9477,8.849,10.1259,9.9128,9.7525,9.8664,9.823,9.9891,9.2216,10.1453,10.7727,9.9096,10.0531,10.0825,10.1004,10.0881,9.8244,9.8259,9.7632,9.2286,9.6607,9.3524,9.6486,10.442,10.0518,8.7672,9.5826,9.1317,9.6659,8.3533,8.7062,9.5916,9.5582,9.2543,10.1813,9.0791,10.4841,9.9098,9.4516,9.7733,8.6507
"SP6",8.223,7.0197,7.8994,10.4377,7.2537,7.2712,7.7262,7.7576,6.7015,6.7478,8.1321,7.2144,8.9599,8.3626,9.0912,8.1612,7.1651,6.8986,7.2933,9.1943,7.5849,8.6546,7.3847,8.8148,7.229,8.8302,8.9406,10.1094,8.3703,7.0238,8.9027,10.3006,9.4412,6.9893,8.6893,7.9557,9.0283,8.5115,8.1104,7.0837,8.1842,7.8533,6.918,7.2529,6.8748
"SP2",10.331,9.948,10.5001,9.9407,8.6678,9.9763,10.1887,9.9033,7.6339,10.166,10.2899,10.0422,9.8958,10.3701,9.9934,10.2595,10.1754,10.036,10.1505,10.376,10.4393,10.4077,10.3938,9.9295,10.0381,9.7371,10.2459,10.4343,10.5165,10.5246,10.4068,10.472,10.2307,10.0074,10.0266,10.8133,10.1992,9.8844,10.6207,10.4682,10.3496,10.8055,9.9868,10.4195,9.757
"PNPO",10.5829,9.7487,10.7112,9.8063,10.1665,9.7006,9.5745,9.9276,9.7448,9.9186,10.2287,9.8907,9.3469,9.6211,9.9279,9.6865,9.5095,9.6103,9.7137,10.0028,9.5953,9.6469,9.848,9.4877,10.1725,9.9264,9.6884,9.4806,10.4962,10.2158,9.881,10.5892,9.9892,8.7352,8.37,9.4442,10.2508,8.8646,9.5765,9.7593,9.68,9.5855,9.6299,9.6419,10.0965
"PRR15L",9.8922,7.2284,11.9603,9.6541,11.2138,11.0887,11.4096,10.4474,9.8806,11.3581,10.0173,11.7238,10.8159,10.6188,9.5038,10.6277,10.3397,10.4625,11.283,11.6762,10.8274,9.6264,12.0234,8.6818,8.5551,8.8523,7.9243,6.4785,6.7722,9.1193,7.2168,9.5876,9.0608,8.1681,6.8786,9.4383,7.1214,6.9665,10.2894,10.7371,11.0621,10.7197,9.7696,9.8601,10.9191
"CDK5RAP3",11.231,11.9472,11.5574,11.7386,11.5083,11.434,11.8876,10.8645,10.9957,12.0142,12.2787,11.4116,10.747,12.3588,11.3467,11.1976,10.7324,11.5387,11.1269,10.9848,10.8189,10.5258,10.7403,12.1677,11.4179,11.2834,10.6816,11.6596,11.9741,11.0797,11.1164,11.7667,11.4218,11.164,11.3805,11.0958,11.5638,11.4703,10.8981,10.3483,11.5686,10.6966,11.0906,10.987,10.0437
"COPZ2",8.7631,8.5441,8.0474,7.4761,8.5473,8.7003,8.8248,9.1278,7.8221,8.7201,7.8559,7.7296,8.4882,7.2789,8.4456,8.6903,9.4834,8.6535,8.5447,9.2744,8.956,9.2698,8.9844,8.4201,9.4668,9.4628,9.0648,8.8426,10.2846,10.0114,9.2106,7.9581,8.3217,7.848,9.8441,10.2595,9.8596,9.6217,9.6913,9.0285,8.7603,9.0709,9.6814,8.7672,9.4297
"NFE2L1",13.0371,13.8099,13.8209,12.8415,11.7594,13.2311,13.1439,12.7212,12.6495,13.2272,12.7615,13.3212,13.3354,12.9542,12.8828,13.2114,13.4281,13.3881,13.2865,13.611,13.6347,13.5141,13.6399,13.6287,13.8303,12.9334,13.7327,14.385,14.0138,14.7436,14.0981,13.3838,12.9065,13.113,15.3291,14.3904,14.5652,13.9752,13.7683,13.3045,13.5962,13.7615,13.2611,13.1947,12.8387
"CBX1",10.8047,12.3858,11.1353,10.4478,10.9337,11.1719,10.3747,11.2805,10.687,11.3509,12.9559,10.4506,11.2534,11.889,10.8329,10.3365,10.7835,10.6991,10.4637,10.6884,10.7121,10.7261,10.5374,11.5769,11.5959,10.5846,11.5252,10.6491,11.7026,12.132,11.6157,12.4584,11.37,11.7157,11.5356,12.092,11.7966,11.1837,10.6707,10.807,10.5673,10.4376,10.9631,10.4658,10.7526
"SNX11",10.2312,9.8214,10.0082,8.9605,11.7087,9.8336,9.9031,10.0186,9.157,9.555,9.9836,9.7354,9.6304,9.5632,10.5732,9.9157,9.8786,9.5487,9.5914,10.1436,9.7945,9.7156,10.1545,9.7034,10.2372,9.8046,10.3791,9.8425,9.9286,10.3631,10.5662,9.7805,9.6592,9.1503,10.0233,10.3708,9.9695,9.8346,10.122,9.9928,10.0088,9.9344,9.7901,9.8453,10.7257
"SKAP1",6.6346,8.6146,8.2377,7.2003,9.5783,9.8307,8.2993,8.1696,8.6553,9.2068,10.1595,8.0842,8.8891,6.8605,8.6698,8.4931,8.3197,7.8565,8.1899,8.4211,8.3273,8.0468,7.9807,7.8842,8.1649,8.3873,8.8692,8.1009,8.3493,7.8118,9.0572,7.0067,7.829,6.9066,7.2281,8.0655,9.9009,8.127,8.6939,9.1128,8.0548,8.5171,8.2695,8.2062,9.701
"HOXB2",7.7896,9.4337,7.3552,7.3877,8.4152,10.0514,8.6228,9.2917,7.9402,8.1582,8.5769,7.3526,9.3128,7.128,7.7908,7.6675,8.1889,8.1036,7.6608,7.8321,7.9756,7.7119,7.7008,7.9734,7.7689,7.6703,8.5322,8.1292,7.7408,10.658,8.5667,6.8592,7.6424,8.2989,8.6014,7.6108,8.9179,7.7404,7.9812,8.1528,7.7374,7.6723,8.4579,7.9082,7.7267
"HOXB4",6.8347,8.8449,6.9783,6.9902,7.5793,9.6831,7.7511,8.1173,7.3693,7.8524,8.1189,7.1565,8.4569,6.9146,6.975,7.6598,8.5306,8.0587,7.6121,7.8182,8.1704,8.1527,7.8409,7.6855,6.6376,7.2766,7.8423,7.8151,7.7541,8.1315,7.6517,7.8606,7.0504,6.6441,7.855,7.0637,8.5775,7.489,7.9812,7.9077,7.7095,7.5585,8.3323,7.6879,7.8984
"HOXB5",7.0598,7.5023,7.1226,6.6265,7.8159,8.2415,8.7259,8.1027,6.7015,7.668,9.4196,6.8573,8.2798,7.8666,7.0917,7.8534,8.613,8.1564,7.8036,7.839,8.6142,8.384,7.9335,7.4499,7.1028,6.9133,7.755,7.3998,7.2599,8.2138,7.8754,7.5362,7.7257,6.8775,7.9678,7.3362,8.2121,7.4015,8.4235,8.4655,7.9238,7.8667,8.2649,8.0654,8.8554
"HOXB3",7.5183,9.7903,7.7692,7.6107,8.5176,9.7761,9.5154,10.9132,8.5749,8.9667,10.2503,10.629,8.8478,8.1658,8.0818,8.3533,9.1358,8.8835,8.4816,8.3617,9.1232,8.6732,8.2774,8.6707,9.7505,8.3518,9.0502,9.7885,9.8164,10.0271,9.1937,9.229,7.8536,10.0279,8.7879,9.7634,10.0195,8.9809,8.376,8.8494,8.3467,8.1381,9.2748,8.1476,8.2451
"HOXB6",7.34,7.5095,9.6663,6.5829,7.5262,9.5113,8.7047,8.455,7.9402,7.9542,8.8153,6.8573,8.7162,8.1937,7.4353,7.4769,8.0442,7.6932,7.8594,7.6465,8.1805,8.6768,8.02,7.3535,8.4524,7.3662,7.6773,7.7041,7.9997,8.1562,7.7523,7.7972,8.2631,6.585,7.9533,7.1976,8.5303,7.6323,7.8875,7.8579,7.8625,8.1381,7.9325,7.7766,8.0564
"HOXB8",6.0323,6.1096,6.8592,5.6565,5.8664,8.7992,7.09,6.567,6.6732,6.3844,9.3788,5.8623,8.1225,6.3211,6.8609,5.9458,6.6537,6.548,6.1629,5.9488,6.5399,6.0118,6.2591,5.8624,6.4165,6.3223,6.509,6.4267,7.0196,9.0769,6.3018,8.9143,7.5325,6.2883,6.4186,6.4598,7.0991,7.5386,6.2132,6.1838,6.2825,6.4197,6.4874,5.9985,6.4562
"HOXB9",7.406,7.1339,8.326,5.8671,5.6565,9.649,8.1929,6.0865,6.4427,6.4372,9.5336,5.8623,8.2977,6.0425,6.7514,5.8612,5.8521,5.8495,6.0707,5.8634,5.6565,5.6565,5.8709,5.8624,6.3873,7.2557,9.2106,9.3061,8.7051,9.9289,8.7906,9.2332,7.3529,6.058,6.4781,6.2445,8.5413,9.0004,6.1724,5.6565,5.6565,5.6565,5.9369,5.6565,6.1221
"HOXB7",7.3171,9.1387,9.5274,6.5601,7.5262,10.0526,9.3392,9.0728,8.7576,8.8536,9.7334,6.8573,10.0799,8.852,7.3935,7.3742,7.5204,7.2077,7.3662,7.3806,7.3799,7.2008,7.1766,7.1088,10.3317,8.5129,8.7656,8.1123,9.7411,9.9579,8.466,9.615,9.2144,9.1477,8.0034,8.6893,9.79,9.0113,7.3849,7.5017,7.5195,7.0854,8.0616,7.3308,7.9446
"HOXB13",5.6565,9.4214,7.1349,5.8671,5.6565,5.9914,8.3237,5.6565,5.9079,5.6565,6.9663,5.6565,10.1608,5.991,7.958,5.9458,6.0926,5.6565,5.6565,5.9488,5.6565,5.6565,5.6565,6.3633,6.3873,6.6104,10.9299,10.1713,8.3827,7.6992,11.7358,8.7945,6.3292,8.4436,6.4781,7.6182,7.8332,10.4391,5.8681,5.6565,5.6565,5.8627,5.6565,5.6565,5.6565
"TTLL6",6.0323,6.5873,6.5418,5.8671,6.2464,6.0429,7.4136,6.7077,7.6692,6.6565,6.7932,7.5805,6.7138,6.1285,6.1369,7.251,7.5745,9.1796,6.6342,6.7806,6.8122,6.6832,6.4494,6.6265,5.8696,6.2597,6.7031,6.9319,5.6565,6.9477,6.4293,6.2493,5.9759,5.8578,5.9706,5.9352,5.8521,6.76,6.3823,6.7952,8.139,6.7941,6.2147,7.0309,6.3436
"CALCOCO2",11.355,11.3186,11.8432,11.1395,11.9911,11.5921,11.4529,11.8421,11.9492,11.8318,11.6183,12.7684,11.9673,11.2881,12.4396,12.1971,12.1461,12.0317,12.1297,12.2875,12.521,12.4159,12.5453,11.0858,11.6138,11.2455,11.7289,11.5987,11.2744,11.7537,11.8283,11.8655,11.6869,10.7778,11.3536,11.1674,11.8026,11.2367,12.1978,12.6994,12.0067,12.3924,12.1613,11.8464,12.7899
"ATP5G1",12.3968,11.5911,9.97,11.156,11.857,10.859,11.0026,10.5326,9.0766,10.3846,10.2899,10.4924,11.0009,10.451,12.0881,10.0424,9.9872,10.2137,9.8264,9.9881,9.608,9.747,10.1143,10.4026,11.7607,10.4225,11.0932,11.0664,11.6247,10.8756,10.689,11.0711,11.3028,9.5434,10.4856,10.7617,10.7601,10.0923,10.2831,9.8628,10.0581,9.8894,10.0931,9.8272,10.612
"UBE2Z",12.1329,12.6407,12.5065,11.3973,12.3334,11.9332,11.6232,11.8792,11.1723,11.8777,12.0017,11.9995,12.3234,11.7654,12.6651,11.654,11.7339,11.8161,11.5338,11.7902,11.6998,11.6214,11.8736,11.869,12.3074,12.1437,12.4825,12.7584,12.3792,12.7287,12.8981,12.563,12.2921,11.7941,12.3893,12.4528,12.3504,12.5218,11.7911,11.7509,11.7137,11.8478,11.8628,11.7415,11.8593
"SNF8",11.4958,11.4649,11.1879,10.6216,11.6708,10.7504,10.9161,10.9166,10.2668,10.9343,10.8043,10.5813,11.8292,10.8796,11.642,10.3791,10.4844,10.48,10.4839,10.8062,10.2987,10.379,10.5958,10.4628,11.2189,10.2469,10.8793,11.1368,11.2269,11.1179,10.791,11.5912,11.3632,10.4917,11.0828,10.811,10.8236,10.5828,10.7411,10.2315,10.4566,10.4419,10.4448,10.4658,10.4874
"IGF2BP1",6.1864,11.236,6.1992,6.1256,5.8664,8.2415,9.3929,5.8494,5.9079,5.6565,6.2637,5.8623,11.8622,11.2353,10.272,5.8612,5.933,5.8495,6.0155,5.8634,6.1033,5.862,5.9594,6.0126,6.0248,8.6645,8.3612,10.3214,10.4545,6.8654,8.1165,11.6243,6.9684,8.7752,6.2413,6.1759,6.3285,9.057,5.6565,6.1028,5.6565,6.013,5.9369,5.9985,5.6565
"B4GALNT2",7.0305,10.2876,7.5496,5.6565,6.2464,6.5704,9.6814,5.9291,6.1574,6.2965,5.917,8.3964,12.9023,5.8499,10.9296,6.6005,6.2709,6.3717,6.3393,6.2011,6.3161,6.4926,5.8709,5.8624,6.6376,5.8589,9.49,8.4114,6.6556,7.2448,6.1393,6.117,6.5739,6.058,9.3636,6.334,6.4759,10.8461,6.2512,6.658,6.3686,6.1993,6.0988,6.5693,6.7376
"GNGT2",6.8701,7.3157,6.9353,7.1261,8.4336,7.1296,7.3385,6.9372,7.008,7.2978,6.9198,7.0829,7.0153,6.5694,7.3611,8.2826,7.985,7.4744,8.237,8.3334,8.1033,7.7847,8.5299,6.9042,6.4165,7.6089,7.4499,7.3698,6.8758,6.2741,7.8607,6.2493,7.7523,6.6249,7.0446,7.249,7.1542,8.4187,8.2011,8.0135,8.5348,7.6645,7.7696,7.7228,8.7112
"ABI3",8.2788,8.6052,8.5125,8.8526,9.9523,8.7225,9.3412,8.6326,8.848,8.8149,8.6328,8.8561,7.9387,7.8002,9.0265,9.9665,9.925,9.2352,9.6753,10.5382,9.7411,9.5492,10.4978,8.6332,7.5873,9.3279,9.5776,9.506,8.8301,7.3595,9.9904,7.205,8.9073,7.8862,8.2758,9.4003,8.7198,10.0664,9.895,9.7787,10.1881,9.6258,9.4906,9.6876,9.5878
"PHOSPHO1",6.1864,7.922,6.5189,6.3487,6.4053,6.608,6.7215,6.1272,7.0282,6.4621,6.4084,6.5404,8.5189,6.2333,6.4255,7.0885,7.6117,6.786,7.0422,7.4195,6.7304,7.4829,6.6858,6.5632,6.2171,6.4564,7.194,6.5031,6.8029,6.3037,6.6318,6.356,6.2509,5.9409,6.1985,6.334,7.0047,6.6555,7.0529,6.6393,7.029,7.9635,6.7853,6.9544,6.244
"ZNF652",10.0538,11.0533,10.7789,10.1496,9.2971,10.9098,10.3814,10.6613,11.2269,10.1811,10.4627,10.5088,10.5727,11.0733,9.7908,10.5593,10.3695,10.7386,10.7404,10.6224,10.7592,10.4131,10.8325,10.7631,11.0891,9.5345,9.7236,10.5714,10.6065,10.8287,10.1498,10.8667,10.176,9.7852,9.7362,10.3831,10.0195,10.2268,10.7189,10.835,10.376,10.3432,10.6749,10.014,10.1035
"PHB",12.4895,12.0913,12.0997,11.7825,13.0131,11.701,11.8054,11.6496,10.7463,11.9721,12.0597,11.3321,12.0509,11.5543,12.8283,11.3948,11.3823,11.4047,11.1826,11.5712,11.1815,11.1972,11.5936,11.0659,12.3267,11.2736,11.838,11.924,12.1492,12.0631,11.5348,12.8515,12.7341,11.3434,12.0012,11.536,11.7815,10.8461,11.7661,11.2498,11.4881,11.5346,11.2246,11.2659,11.8769
"NGFR",6.6567,9.3837,7.4972,7.4856,7.0694,7.2616,8.1973,7.7703,7.8626,7.9785,7.134,7.7443,6.6617,7.0266,6.8949,7.0885,7.3146,9.3839,6.8987,6.8145,6.9163,7.8264,7.0277,9.9017,7.5047,10.2266,12.8071,10.8768,7.915,9.1436,11.8314,10.6839,7.0815,8.5554,13.5892,8.9345,9.8333,11.6571,7.5306,6.7952,7.9823,6.9207,7.7011,7.8092,6.9216
"NXPH3",6.8701,6.7155,6.7939,6.3789,7.442,6.8893,7.9134,7.5282,7.427,8.1687,7.4691,7.2256,7.0028,6.7581,6.5574,8.6903,9.6111,8.8496,8.7965,9.3457,8.956,9.3878,9.1073,7.2596,6.3568,6.869,8.5616,7.4575,6.8473,6.3037,7.3798,10.8667,6.6722,6.499,6.8965,6.9643,6.4534,6.8976,8.776,8.8555,9.4395,9.2952,8.5546,8.4544,8.3736
"SPOP",10.7813,10.5622,11.0889,10.2804,11.8288,11.0365,10.9122,11.3325,10.9848,11.0712,10.976,10.9375,10.4964,10.901,10.9893,11.254,11.2232,10.9185,11.2714,11.4125,11.3895,11.2296,11.852,10.5674,10.8282,10.4256,10.9141,10.9064,10.6271,11.2338,11.2027,11.8409,10.8542,10.4292,10.6597,10.8299,10.5183,10.507,11.2762,11.6553,11.3783,11.4783,11.2008,11.2803,11.9891
"SLC35B1",11.4415,10.8196,11.1052,10.4622,11.4051,11.1883,10.7724,11.0547,10.3163,11.2421,11.0259,10.9022,11.0108,11.0543,11.4061,10.3846,10.1449,10.4212,10.4945,10.5189,10.267,10.1584,10.5937,10.7091,11.0906,10.5967,10.7241,11.124,10.9112,11.1776,10.8537,11.761,11.4881,10.2715,10.762,10.7451,10.6409,10.7488,10.4707,10.485,10.3792,10.5382,10.1611,10.4374,10.6817
"FAM117A",8.3841,10.8868,9.3691,8.2659,9.2028,9.7458,9.3948,9.4042,8.8431,10.1609,9.322,10.3219,8.9516,9.3151,9.0042,9.8582,9.8278,10.2803,9.9325,9.3846,9.9366,9.8788,9.6247,9.5145,10.0335,9.2061,11.9477,10.7705,10.2673,8.7126,11.2304,10.5605,8.7479,9.2262,8.7799,9.588,9.2529,10.678,10.3168,10.0377,9.4655,9.9541,9.8133,9.3885,9.465
"KAT7",10.8475,11.0454,10.9781,10.2841,9.3527,10.6991,10.5462,10.7412,10.8922,11.3675,11.2962,10.8002,10.2431,10.9329,10.3714,10.8333,10.6312,10.8281,10.7588,10.7332,10.9521,10.7164,10.914,10.1301,10.7747,10.4566,11.1873,10.9268,11.0157,11.4703,11.1623,11.8632,11.0341,10.5296,10.2266,11.2419,10.5835,10.6865,10.8282,11.0733,10.5837,10.7425,10.7132,10.3871,10.5853
"DLX4",7.7249,7.2464,7.414,6.5601,7.4517,6.2648,7.2857,7.33,6.6732,8.1423,6.631,7.6295,7.2289,7.0027,8.1545,7.0373,6.9925,7.2275,7.2041,6.9097,6.8431,7.0551,6.8715,7.9103,6.8972,6.6302,7.7921,6.9614,7.615,7.204,8.0729,8.5996,7.3887,8.2471,6.8604,8.2974,8.508,7.472,6.8891,6.8717,7.078,7.1351,6.8758,7.404,6.8087
"DLX3",8.1225,7.3241,7.5582,6.4354,7.7187,6.294,7.0124,8.4738,7.2611,7.9785,5.8408,7.3425,6.6251,8.6117,6.8609,6.5131,6.8594,7.6244,7.3146,6.4982,6.399,6.6244,6.528,7.3535,8.0703,7.404,8.5066,6.5269,8.0689,7.8055,7.8076,10.1626,6.431,7.6071,7.9089,7.8485,7.7238,7.3267,6.6094,6.6393,6.5351,6.3642,6.918,6.389,6.4562
"ITGA3",13.1093,11.93,14.1743,13.7259,12.419,11.2255,13.2757,14.2545,13.2635,14.8583,11.1531,14.4834,12.68,12.9334,12.7754,13.5622,13.8082,13.8105,13.8045,14.0939,14.1219,14.0724,13.9323,11.6205,11.8222,13.5493,12.7423,12.6794,12.1001,12.7677,11.9258,11.5289,13.8206,11.3494,15.8636,12.9502,13.6574,12.2487,14.1726,13.8213,13.7461,13.9796,13.4402,13.3896,12.9874
"PDK2",9.5262,10.154,10.495,9.6979,10.0342,9.975,10.6096,10.2494,9.0766,10.5008,9.4196,10.4442,9.3843,10.1796,9.6736,10.7436,10.8099,10.5565,10.4723,10.6535,10.5922,10.7742,10.4639,9.4731,10.1119,9.4991,10.3092,9.9979,10.0857,9.9742,10.3308,10.5322,9.1171,9.9837,9.2479,10.6642,9.8245,9.4756,11.2481,10.5595,10.6257,10.4536,10.5415,10.6947,10.5622
"SAMD14",8.6919,9.3507,9.8147,8.9255,8.9463,9.0675,9.8685,9.4941,8.3715,9.5877,8.8651,9.4757,8.5962,9.2731,8.8523,9.8502,9.9618,9.6548,9.7173,10.2448,9.8567,10.2451,9.5705,8.8704,9.2581,8.8834,9.3666,9.242,9.2469,8.9963,9.5344,9.5762,8.7266,9.099,8.6807,9.6875,9.036,9.0754,10.6591,9.5684,9.9151,9.5991,9.6998,10.5022,9.5204
"PPP1R9B",10.9747,11.0708,11.7413,11.0948,10.0562,10.9771,11.7676,11.492,11.2697,11.1159,10.9114,11.2608,10.6254,11.6219,10.7435,11.3639,11.865,11.2521,11.3954,11.7787,11.7083,11.9124,11.4299,11.681,11.2609,11.1073,11.7536,12.2535,11.1496,11.6614,11.9367,10.69,10.7613,10.8472,12.0218,11.373,11.8179,11.4089,11.7315,11.2118,11.4695,11.6108,11.2475,11.7258,10.2603
"SGCA",6.8525,7.0414,7.1707,6.2106,7.8014,7.7126,8.5767,7.8848,8.1729,9.1039,7.3463,8.0556,7.0639,6.3211,7.7514,8.5501,10.0582,8.4214,8.4466,9.6881,9.746,9.4926,9.5534,7.5981,6.4445,6.3514,7.6032,6.9901,6.6192,6.4101,8.2726,6.0771,7.9325,6.6629,6.784,7.2788,7.1325,6.8832,9.9721,8.9928,9.4069,9.47,8.562,8.5764,9.5453
"COL1A1",17.1876,16.878,16.2523,15.7627,12.991,15.0824,16.6741,17.3489,11.1422,17.1074,16.2044,13.7954,17.9212,15.6171,15.2975,12.4378,14.1329,14.9706,12.4409,13.4,12.666,13.8483,11.6296,16.793,13.0982,15.7532,17.353,17.8569,16.5111,15.8932,17.0843,15.7916,17.2736,14.6488,17.6527,17.1869,16.6326,16.6664,13.5516,12.1081,13.8723,12.8273,16.4516,14.8877,12.2984
"TMEM92",9.4306,8.2682,11.0073,9.1977,8.7609,9.0501,9.1977,9.8841,7.7259,8.2497,7.7197,9.6546,9.3843,8.4302,9.3543,8.9527,7.8458,7.5665,8.8603,8.9805,8.1501,8.3048,9.0067,7.6386,7.5784,8.1897,7.3909,6.9759,6.917,7.3318,6.8838,7.9371,10.2529,6.8165,9.7544,7.5017,8.3492,7.374,9.6779,8.416,7.965,8.283,7.722,8.6301,8.0504
"XYLT2",10.6391,10.4,11.1583,10.1618,10.0735,9.9958,10.3605,10.7127,10.7655,10.8812,9.7789,10.54,10.0194,11.286,10.5275,9.8342,10.1881,10.3309,10.1989,10.1502,9.8794,10.0039,9.9992,11.7512,10.9886,9.8598,11.6236,11.5352,11.6374,11.4029,10.8295,10.5204,10.3162,10.8587,11.3967,11.2436,11.7673,11.2907,10.497,9.7231,10.1664,9.8831,10.0112,9.9307,9.4073
"MRPL27",11.0105,10.3407,10.4176,10.2204,11.5546,10.2285,9.9912,10.1206,9.5975,9.8866,10.2316,9.8052,10.3399,10.1476,11.4866,9.818,9.6995,9.9302,9.5616,9.9491,9.5657,9.4207,10.0564,9.8971,10.6721,10.1299,10.1596,10.3296,10.0093,10.2935,9.979,10.3035,11.1323,9.6394,10.3842,9.9858,10.1493,9.5374,10.0762,9.6531,9.9395,9.7628,9.8617,9.6539,10.4441
"EME1",9.9949,9.5237,9.6682,9.3054,8.7355,8.9651,8.9119,9.367,8.3369,8.946,9.5174,8.7554,9.639,9.7925,9.5284,8.3579,8.1505,8.4822,8.163,8.5244,8.3183,8.2156,8.8104,9.268,9.7148,9.11,9.415,9.6111,9.9035,10.1288,9.4565,9.8349,10.1012,8.8549,9.5677,9.0428,9.5293,9.2381,8.3904,8.4033,8.2748,8.5004,8.5282,8.414,8.3498
"LRRC59",13.903,12.4146,13.1766,12.3952,11.9658,12.5298,12.2401,12.6956,11.7564,12.396,12.6031,12.4295,13.3167,12.4193,13.1781,11.6352,11.6617,11.7533,11.4665,11.7533,11.7141,11.832,12.033,12.5268,12.64,12.129,12.7213,12.4886,12.7057,13.7062,12.7101,12.7022,13.5851,11.5049,13.1033,12.548,12.8193,12.2064,11.7195,11.5487,11.524,12.3247,11.4414,11.8729,11.5649
