"gene","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12"
"GENE1219",7.3485,7.9162,7.0206,8.0087,7.1172,8.2288,6.3461,7.1418,7.9194,6.9587,7.8692,7.5087
"GENE1220",8.3294,8.2902,8.894,7.7795,8.679,8.0255,7.6704,7.928,8.7037,8.4953,8.5129,8.4449
"GENE1221",8.329,7.6773,8.1408,8.9714,8.2527,8.7373,7.9767,7.3214,8.7234,7.8735,8.0468,8.289
"GENE1222",5.0246,4.7636,5.3911,5.0668,4.2577,4.9515,4.9715,5.0872,5.2358,5.5189,4.7352,5.4946
"GENE1223",7.4078,6.757,7.2564,7.0244,7.4094,6.7869,7.4794,6.9499,7.5096,6.6729,7.7053,7.5394
"GENE1224",6.2562,7.0764,7.1063,7.4395,6.9431,7.2748,7.5001,7.4514,7.1201,7.599,6.7339,7.1874
"GENE1225",5.9396,5.8595,7.1035,6.1005,5.6191,5.3381,6.7648,5.1446,6.1746,5.2321,7.5452,5.6175
"GENE1226",5.2627,2.5291,5.014,3.6558,4.2464,2.7157,4.535,4.3318,4.125,2.8168,2.9004,3.6342
"GENE1227",7.5877,7.0143,6.5062,7.6125,6.8044,6.7507,6.4847,5.71,6.7477,6.4867,6.6627,6.5532
"GENE1228",6.0915,6.0509,5.9741,5.9312,5.9659,5.9564,5.8937,5.7744,5.8802,5.7976,5.675,6.1387
"GENE1229",5.5506,5.6949,5.2725,5.2609,7.2982,5.0988,6.2374,5.1664,4.9788,4.3704,5.1129,6.1533
"GENE1230",7.6695,6.8923,7.755,7.9196,7.3772,6.9643,7.2319,7.4712,7.6092,7.5749,8.3815,6.6133
"GENE1231",7.7785,7.7972,7.5219,8.2799,7.6893,7.5141,8.599,7.9325,7.8792,8.0484,8.5901,7.9174
"GENE1232",6.5496,7.0139,9.9791,9.6739,6.2579,7.3025,7.8411,6.8804,8.7243,6.3187,7.8852,8.1724
"GENE1233",1.2256,0.6831,-0.1235,1.2926,0.0477,1.1681,1.5181,0.9151,1.2211,-6e-04,0.255,0.5585
"GENE1234",2.8974,3.5303,4.5806,4.9144,4.7443,3.0582,3.9613,4.5913,4.5621,4.3809,4.1758,4.5596
"GENE1235",7.0991,10.0237,7.7997,9.2919,7.2893,8.4036,7.4475,8.1624,7.7826,8.9037,8.5692,9.8721
"GENE1236",3.7564,3.1865,4.6301,4.9744,3.9547,3.5235,5.1331,3.127,4.5315,3.1638,3.1699,4.4994
"GENE1237",7.9863,6.3462,6.0599,5.8556,6.582,6.5996,6.2245,6.4724,6.5067,6.409,7.8098,6.7995
"GENE1238",7.0295,5.9318,6.3953,6.7655,6.4077,6.3383,6.09,6.3837,6.0536,6.0174,6.2817,5.8776
"GENE1239",7.8608,7.8173,8.714,8.5872,8.967,7.881,7.4265,8.6097,9.3633,7.4486,7.0784,7.7152
"GENE1240",3.885,4.01,3.5603,4.8397,4.4281,4.7005,5.4937,5.3854,4.0697,3.1442,4.8096,4.3653
"GENE1241",6.6318,6.4995,6.0649,6.3599,4.9515,6.6159,4.8294,6.8703,5.9469,5.2255,6.4051,5.584
"GENE1242",6.7967,7.0185,6.5599,6.8505,6.8115,6.4358,3.3906,4.0828,3.9803,4.5027,3.8735,4.849
"GENE1243",8.3231,9.6497,7.8143,7.3441,8.359,8.9556,8.2538,8.8022,8.6886,9.0024,8.7906,8.9747
"GENE1244",5.6489,5.328,6.122,4.9283,5.429,6.3411,5.5328,5.5071,5.5679,4.9464,5.6881,4.6331
"GENE1245",7.1137,6.8578,6.8073,7.301,6.2029,7.702,6.3921,6.2579,6.8932,6.6233,6.534,6.8216
"GENE1246",3.5411,3.4637,3.1874,3.6444,3.0463,3.2284,2.9002,3.5969,3.6252,3.1471,3.1279,2.885
"GENE1247",7.014,5.1888,7.6202,6.0107,7.3424,6.2914,6.5792,6.0734,5.9354,7.31,7.4568,6.793
"GENE1248",6.5358,4.7474,7.0671,5.593,6.8364,4.8471,7.2203,5.7845,6.2844,5.5241,6.0968,5.8293
"GENE1249",7.5536,7.4951,7.6218,7.5637,7.8372,6.8472,7.3721,7.4494,6.907,7.6587,6.8068,7.6077
"GENE1250",5.9288,3.1364,5.2119,5.3193,5.9131,4.7753,3.9612,4.9905,5.9085,5.5365,6.081,5.3593
"GENE1251",8.2551,10.8242,7.9424,11.7992,9.6123,10.5261,9.0543,10.2526,9.4276,8.3234,9.0321,9.6103
"GENE1252",4.8773,5.6001,6.5503,5.0824,5.4828,4.9851,4.703,5.46,4.8868,5.5868,5.2644,5.2256
"GENE1253",7.104,8.1138,6.5989,5.4806,4.5509,5.1521,5.5637,6.4412,5.9769,5.0944,6.1051,5.3049
"GENE1254",5.0655,5.4409,3.9113,5.295,6.1294,8.1244,7.0399,6.0749,6.9456,8.013,5.4191,8.1691
"GENE1255",7.8013,8.4157,6.9926,7.2441,7.6909,8.2559,7.4448,7.495,6.9227,8.6366,6.6701,8.2753
"GENE1256",4.5464,4.8465,3.8212,4.9409,5.1249,5.1178,4.5492,4.994,4.0587,5.4755,4.1446,3.7315
"GENE1257",5.2062,7.5594,5.4769,6.3674,7.5469,6.4702,4.7883,4.0998,2.8455,3.0331,4.2195,4.6525
"GENE1258",7.3933,7.7753,7.3505,7.2799,6.8372,7.2857,4.8922,4.4164,4.7866,4.3609,4.8483,4.2067
"GENE1259",4.825,4.4478,3.1594,4.3674,4.1783,3.0643,2.8775,4.458,3.7527,4.4981,4.8911,4.9284
"GENE1260",5.7863,6.2097,6.3469,5.4544,7.3985,7.9693,6.4389,5.0315,6.2717,7.4387,6.3622,6.3182
"GENE1261",4.6452,5.2305,4.7551,5.3779,4.5389,5.0404,5.4747,5.1391,5.452,4.9805,4.4983,4.9693
"GENE1262",10.1772,8.0975,8.9734,9.5801,9.0579,10.7007,8.3828,10.6288,7.7476,10.0244,8.1292,7.5198
"GENE1263",7.0668,8.9826,7.4673,7.6976,5.6313,8.5124,6.7529,7.3091,7.6019,7.1394,6.8621,7.3654
"GENE1264",1.4041,3.087,2.1823,4.0647,2.7828,0.477,4.2074,2.4162,3.1958,2.1981,1.8453,2.63
"GENE1265",8.4629,7.9994,7.9938,7.2864,7.4606,7.2308,8.4665,7.1737,7.7279,6.798,8.5211,6.6726
"GENE1266",6.0556,6.3133,6.7316,5.8638,6.1074,6.4584,6.2317,5.557,6.503,5.4741,6.6764,5.7149
"GENE1267",5.2529,4.0383,4.3757,4.3762,4.679,4.6659,4.8161,5.6707,4.3007,4.2882,5.4265,4.5318
"GENE1268",3.5814,5.9509,5.9117,5.0264,5.0899,5.8243,5.9038,3.0729,5.3769,4.8597,6.1125,5.4167
"GENE1269",2.6234,4.7809,3.9307,4.3439,3.509,5.1233,3.0695,3.3285,3.2837,4.4226,2.3431,4.9204
"GENE1270",6.6904,5.8713,6.8923,6.1409,6.6873,6.5847,6.8269,6.0853,6.5803,6.6209,6.3579,6.3508
"GENE1271",3.8303,2.871,1.9199,2.8281,1.8962,2.7227,3.6594,2.3219,2.5063,2.1778,1.7602,2.9479
"GENE1272",5.5775,5.7875,5.7422,5.3481,5.5409,5.4593,5.4552,5.4925,5.4475,5.3626,5.474,5.4346
"GENE1273",6.8531,6.4552,5.9937,7.3668,7.8688,6.5324,8.3253,7.1096,7.7828,7.034,7.6703,6.2521
"GENE1274",5.9643,5.305,5.4899,4.9845,5.6269,5.5981,6.5552,5.3151,6.9499,5.989,5.8252,5.3381
"GENE1275",7.4299,7.8544,7.9873,7.5953,8.4424,7.8074,7.7179,7.4933,7.4891,7.4312,8.4458,6.7458
"GENE1276",5.229,5.5907,4.905,5.9729,5.6595,5.9228,5.1743,4.8357,5.7309,4.9067,5.1148,5.6812
"GENE1277",10.5771,10.1208,10.6446,11.4829,10.1453,11.4778,10.0495,10.753,10.9028,11.4295,10.8721,10.9567
"GENE1278",3.3189,3.9912,3.7056,3.8426,5.1181,3.7767,4.1578,4.3606,4.1613,4.8769,3.139,4.4387
"GENE1279",8.0475,9.238,9.5789,9.5176,8.8392,10.074,8.8173,9.4766,9.2471,10.4078,10.3485,9.8573
"GENE1280",1.9725,4.5393,2.6107,1.3473,0.878,4.0728,3.4209,1.8865,2.0516,1.9177,1.2553,2.4683
"GENE1281",3.9212,4.3316,2.7192,4.7102,3.8076,4.0203,4.1425,4.9236,3.8255,4.8005,3.6508,3.6739
"GENE1282",4.1897,3.2317,3.5701,4.0451,4.238,3.5678,2.1147,2.3681,1.9762,2.2389,1.639,1.527
"GENE1283",2.6742,2.8116,2.8364,2.3526,2.5717,3.6479,2.1598,1.7452,1.8647,2.5749,2.8636,1.9785
"GENE1284",9.601,8.6077,8.7897,8.9088,8.5041,8.9239,9.8642,8.9344,8.6981,8.7431,9.4547,9.5174
"GENE1285",9.1067,8.8578,9.0796,8.0185,7.9797,7.8827,8.8422,7.6982,8.2458,8.0914,7.7959,8.5895
"GENE1286",9.4961,9.1242,9.8057,9.672,7.6248,6.7548,9.2668,7.8568,8.9682,8.416,8.045,8.4298
"GENE1287",4.7927,4.8564,4.5295,5.0213,4.8001,5.3378,4.585,4.9669,5.1684,4.2414,5.4139,5.1909
"GENE1288",6.9044,4.9549,6.9732,6.6901,4.5876,4.1806,6.5463,5.7258,5.3052,5.7901,7.7729,5.9595
"GENE1289",9.0255,7.9569,9.2027,9.3842,8.3534,8.8476,8.9136,7.2532,7.8931,8.7832,8.3221,8.516
"GENE1290",10.2229,9.2682,8.9327,7.7787,6.432,8.1824,7.7132,8.7383,9.1552,6.8469,8.9236,8.6071
"GENE1291",7.2011,7.8603,7.4752,7.7717,6.9275,7.1843,8.5206,8.2199,7.9513,8.3915,8.255,8.9003
"GENE1292",6.439,5.32,6.4033,6.0865,6.1547,6.1562,6.1281,5.6257,6.0766,5.447,6.4686,5.8515
"GENE1293",3.113,3.5029,3.4801,3.9704,3.7432,4.9535,2.6115,4.0323,3.947,3.5282,3.7784,3.7133
"GENE1294",6.4336,4.6901,5.5272,6.5017,7.8466,5.0316,6.7908,5.9888,5.2119,5.9466,4.1524,6.3261
"GENE1295",6.2166,6.1849,5.2871,6.239,5.751,5.9898,5.9319,5.3774,5.6443,6.632,5.2677,5.6877
"GENE1296",4.712,4.8561,4.7626,4.4077,5.2035,4.9953,4.6868,5.1824,4.291,4.7789,4.5652,4.7219
"GENE1297",9.3494,9.1508,9.1691,9.7691,9.7919,9.7766,9.6376,10.0224,8.6314,9.1975,9.6842,10.2194
"GENE1298",3.3012,4.2058,3.6025,5.3054,4.1744,4.3347,3.2741,1.7184,4.3965,2.4413,1.1517,2.3481
"GENE1299",5.564,6.7818,5.6004,6.335,6.2177,8.0222,7.0099,7.0615,6.3273,4.9303,6.4026,6.6851
"GENE1300",7.0427,7.6981,7.536,6.4672,7.1692,6.742,6.8256,7.2484,6.3812,7.5807,6.6197,7.3107
"GENE1301",8.12,7.8121,7.3538,7.7375,7.9024,8.2659,8.3425,8.3697,8.4233,8.0846,7.6462,8.1149
"GENE1302",5.9651,6.3792,6.3228,6.865,5.7916,5.4659,6.2427,6.6378,7.4922,5.9055,6.1587,4.9108
"GENE1303",9.8361,10.9251,10.5482,9.1024,11.1649,9.8313,10.5271,10.0244,10.7089,10.4267,9.0307,8.9528
"GENE1304",7.814,5.3827,7.0823,6.2437,5.8365,6.326,7.3761,6.1455,7.8297,7.3157,6.8018,6.7566
"GENE1305",5.9049,3.849,5.4995,3.9333,4.9817,3.8487,5.148,4.3731,5.3616,4.5256,4.901,4.8756
"GENE1306",5.9998,6.1917,6.8417,6.4269,6.1152,5.2615,5.7689,5.8114,6.7207,6.4045,5.614,6.9921
"GENE1307",6.5084,5.4673,7.2471,8.5995,6.2422,6.7953,7.0484,7.486,6.4111,7.7451,8.0397,5.9324
"GENE1308",1.5916,0.7197,1.4963,1.0528,2.8678,2.6424,2.4309,1.4644,1.0318,2.0527,1.1317,1.6255
"GENE1309",5.4617,8.0786,6.0702,6.4308,5.4049,7.5247,5.1097,6.0631,5.065,7.1218,5.7683,7.4922
"GENE1310",5.8236,5.7656,6.4878,6.6239,6.5554,5.0725,6.7249,5.5109,6.702,6.2678,5.2492,6.2978
"GENE1311",7.1789,5.185,5.035,5.508,4.7957,5.8985,5.5013,4.9186,4.7051,5.5825,5.34,5.9155
"GENE1312",5.5335,6.3665,7.9082,6.6858,7.5279,6.4066,5.3409,5.1356,5.9817,6.3302,5.3906,6.2762
"GENE1313",1.4093,1.6302,2.468,1.0271,1.7002,0.7312,2.6228,1.4519,2.0433,1.3899,2.5684,0.5086
"GENE1314",5.8275,7.5332,7.7224,4.7745,7.0357,6.2483,7.1916,6.1959,5.5588,5.3965,7.2689,6.5009
"GENE1315",5.8872,6.4514,5.6231,6.1797,5.3785,6.6474,6.3301,6.5895,5.8254,6.0202,5.205,6.8685
"GENE1316",5.1362,4.6162,6.085,5.3578,5.3588,3.7741,4.4608,4.505,4.4551,5.2317,5.097,5.7247
"GENE1317",-0.1031,0.0361,1.2778,0.4357,0.0528,0.8169,-1.2812,-1.9923,-2.1403,-1.1891,-1.4162,-0.9524
"GENE1318",5.1424,5.3263,5.4841,4.2938,3.9381,5.3729,4.6214,6.2695,5.658,6.3471,4.2485,5.5831
"GENE1319",7.2575,6.9635,7.3072,6.8991,7.4753,4.3364,6.3462,6.2985,6.9522,7.3065,5.6281,7.0507
"GENE1320",5.7912,6.2513,5.4818,5.9799,5.9838,5.9553,4.6814,5.7476,5.2185,6.1585,6.2793,5.9842
"GENE1321",4.2375,4.8198,4.5886,3.7085,4.762,6.349,3.8705,3.73,5.2941,4.1578,5.4798,4.7053
"GENE1322",6.2549,6.626,6.5274,5.9499,5.9794,6.2287,5.3664,6.0649,6.0078,6.5446,6.2217,6.7395
"GENE1323",4.8551,3.0413,3.4501,3.6564,3.5837,4.6765,2.694,1.3398,3.2984,1.8471,2.0427,1.718
"GENE1324",7.6202,7.0739,7.0801,6.5464,8.5669,6.8201,6.4204,7.2409,7.7678,7.8945,6.444,6.0371
"GENE1325",7.9338,6.2689,7.7709,7.2204,7.6765,7.2799,7.5361,7.03,7.2224,6.0651,7.3621,7.5534
"GENE1326",7.6376,6.6898,7.7019,7.3373,7.6299,8.1929,8.2315,7.4678,7.2381,7.4091,8.1021,8.7948
"GENE1327",7.7679,7.2432,6.4997,7.1372,8.1893,8.2262,6.9942,7.3629,8.6129,7.9513,8.4427,7.6194
"GENE1328",3.7668,3.7519,6.1486,5.5896,3.8801,4.3807,4.0003,4.7726,5.1751,5.2431,5.2688,3.1714
"GENE1329",6.0207,5.5303,6.038,5.898,6.5018,4.6406,5.4559,4.9019,5.4169,5.2277,6.8619,5.9496
"GENE1330",8.4359,8.6974,9.1939,9.0693,8.036,8.5036,8.2918,8.8121,8.2189,9.2698,8.1364,9.0824
"GENE1331",7.3469,8.0385,7.1869,8.1725,7.3189,6.932,7.1196,7.7693,7.5176,7.5168,7.8424,6.7268
"GENE1332",5.9199,6.5313,7.2547,7.6407,7.2165,5.6233,7.5322,6.7693,6.5024,7.8088,5.8845,7.4629
"GENE1333",8.8415,8.3085,8.2582,8.4121,7.8502,7.9343,8.3861,8.1705,8.2728,8.173,8.7591,9.4744
"GENE1334",4.6713,3.6144,4.2234,3.7293,4.4645,4.1858,4.3165,4.7457,4.4724,3.753,4.89,4.5336
"GENE1335",5.9514,5.2266,6.7498,6.1798,6.5877,5.284,6.2688,5.312,6.1065,5.8219,5.3108,6.7163
"GENE1336",8.9236,8.8203,9.5007,8.8327,8.0837,7.5216,8.5307,9.3283,8.637,8.4884,8.9539,8.7619
"GENE1337",7.0369,5.2569,5.2237,5.4754,4.8822,4.7111,5.2121,6.1965,5.5013,5.7328,4.2777,4.9231
"GENE1338",5.9755,4.9077,6.8076,6.1139,6.7685,5.3629,7.3498,5.6984,4.8928,5.0652,7.9016,7.0203
"GENE1339",5.1953,5.3751,6.0014,6.2977,5.6734,5.7683,5.9543,5.647,5.9059,5.7985,4.0103,5.2923
"GENE1340",9.0942,6.989,7.7118,8.5097,7.3735,7.7993,9.1666,8.1639,7.8332,7.1789,8.5509,8.7938
"GENE1341",6.0227,6.5672,7.3514,5.552,6.8483,7.378,6.4782,8.0651,6.9732,7.0222,5.2029,7.0387
"GENE1342",7.4848,7.8232,5.7479,5.7568,6.5059,6.3102,5.5286,7.0525,5.906,6.3426,5.5572,7.0332
"GENE1343",5.2455,5.2878,4.2385,5.0616,4.637,3.8981,5.2525,4.7559,4.1774,4.3609,4.4746,5.0094
"GENE1344",5.7305,4.9367,5.6399,5.5828,6.0063,5.8182,4.6858,5.694,5.4606,4.8818,5.0284,4.5247
"GENE1345",2.8888,3.7617,2.9277,2.4711,2.9666,2.8033,2.4696,2.4285,2.8246,3.4556,2.9012,3.352
"GENE1346",6.8437,7.2646,6.6006,8.5753,6.3223,6.4993,7.8588,7.9323,7.8583,7.1784,7.1369,6.1756
"GENE1347",7.5542,7.9476,7.6394,7.7046,7.5127,8.397,6.2628,6.3478,5.983,6.721,6.2842,6.2152
"GENE1348",3.3633,3.7025,2.5173,3.6611,3.2696,3.5233,2.5988,2.68,1.9734,3.0077,2.2029,2.2237
"GENE1349",7.0709,6.0305,5.6985,7.549,6.9482,7.6796,6.9446,7.4419,7.2414,7.4783,6.2853,7.6695
"GENE1350",6.9005,6.485,6.8191,6.1749,6.274,5.8159,10.5175,9.4028,9.3373,8.604,10.0695,9.1761
"GENE1351",6.328,5.7787,5.0834,7.4905,6.2972,7.0539,5.9981,7.4315,6.3635,6.4137,7.1716,6.3408
"GENE1352",6.0984,5.8628,5.4644,5.7025,5.6245,6.4183,5.8573,5.9818,6.1241,6.4755,6.4695,6.3835
"GENE1353",9.4515,9.0126,9.3553,8.9976,8.7213,10.0569,9.6321,9.3518,8.3509,9.369,8.7455,8.456
"GENE1354",5.8605,6.7016,6.9486,6.9721,7.313,7.0622,7.4491,6.7244,6.6958,5.7056,6.8909,7.226
"GENE1355",8.7101,8.5586,9.0449,8.7198,8.888,8.0831,8.5284,8.8583,8.8554,9.757,8.7294,8.4883
"GENE1356",6.7631,5.9221,7.1672,6.7614,7.0589,7.5242,7.0974,6.1481,6.3179,6.7534,7.2098,7.8726
"GENE1357",6.824,6.4253,6.7895,6.2737,7.631,5.6075,6.3824,5.9838,6.9404,7.4816,7.5171,8.5722
"GENE1358",4.8246,5.1544,5.2148,4.7984,4.7624,4.1488,5.0864,5.2276,4.8234,5.9929,4.3593,5.3263
"GENE1359",10.5572,11.591,10.8022,11.2989,11.5935,11.9544,11.5007,12.0752,10.6434,11.6205,11.8005,12.1927
"GENE1360",6.5315,4.7888,7.0386,4.8686,6.5709,6.7116,5.4336,8.8716,6.0763,5.5013,6.3047,5.1706
"GENE1361",5.6875,5.1149,5.1477,3.8712,5.1678,4.9461,4.905,5.0283,5.9904,4.7153,5.5685,5.8747
"GENE1362",7.1637,7.1551,6.9455,7.7511,6.9034,6.9155,7.4074,7.0782,6.142,7.8669,7.0022,7.2656
"GENE1363",6.5116,8.1249,6.622,8.1805,7.0718,7.2375,6.0116,7.8062,6.3057,7.2877,7.1541,7.8224
"GENE1364",7.2819,7.4952,7.5658,6.5116,8.3528,6.9421,7.4341,7.7964,6.8146,7.8519,7.1554,6.7771
"GENE1365",4.2566,4.478,4.3128,3.8138,3.4069,3.3431,3.0153,3.9713,5.1092,2.7161,4.2242,3.0927
"GENE1366",5.9002,5.1568,4.9385,6.4885,6.5312,6.5575,6.2202,6.0017,5.6903,6.2948,6.226,6.8354
"GENE1367",8.6172,9.7396,8.1314,9.0966,8.0274,9.2293,10.4478,9.8355,8.2515,10.0314,9.6567,10.3965
"GENE1368",5.2909,4.736,5.3509,5.2355,4.3988,4.28,5.4444,5.0354,4.9488,5.6377,4.891,4.6291
"GENE1369",5.2201,5.3248,5.303,4.9901,5.1125,5.3781,5.5568,6.0268,6.5658,5.7326,6.1162,6.4941
"GENE1370",7.9214,8.1647,5.4804,7.6389,6.2937,7.5652,7.1976,7.5758,7.2931,7.6774,6.3405,6.5377
"GENE1371",4.6727,5.3273,4.4516,4.8784,4.9827,4.4929,3.8411,4.7724,4.6596,5.5705,5.0732,5.154
"GENE1372",8.1425,8.6365,8.2653,8.6727,7.7929,9.3549,8.6225,8.6789,8.3096,8.4903,7.7239,9.313
"GENE1373",5.9463,6.0239,6.3589,6.3809,6.7859,5.7383,6.643,6.606,8.2548,6.1062,7.2853,6.772
"GENE1374",6.2613,5.636,5.6499,6.1331,7.5636,4.6663,5.7079,5.8631,5.2413,5.5598,6.9087,5.9175
"GENE1375",2.1633,2.8245,2.5371,3.1136,2.6125,2.9297,2.3909,3.6838,2.1615,2.6883,2.4807,2.0031
"GENE1376",5.9763,5.041,4.4381,4.674,4.7493,5.2135,4.9159,5.2718,5.8316,5.0119,5.2829,5.656
"GENE1377",11.3763,10.7018,10.9302,9.6077,10.6471,10.0188,9.7221,11.449,9.276,10.4502,9.9697,9.8586
"GENE1378",6.5892,4.4323,5.6229,5.4605,5.7144,4.7906,5.4368,6.0327,6.0703,4.5893,6.5226,5.5305
"GENE1379",7.0431,7.4158,6.896,7.814,6.3718,7.1282,7.9631,6.5075,7.2486,7.3439,6.7377,6.4233
"GENE1380",4.5328,3.3768,2.8848,4.1034,4.2303,4.1405,3.8207,4.8495,3.2453,4.02,4.7406,3.8113
"GENE1381",2.9873,2.7389,2.2881,1.648,1.6679,2.6681,3.0727,1.0129,3.253,1.4375,2.7049,1.8071
"GENE1382",7.3383,6.7936,7.5729,6.2322,7.2022,6.5194,6.6448,6.7128,7.9249,7.1133,6.982,6.7267
"GENE1383",8.1732,7.8812,9.1714,8.8332,8.4159,8.4976,9.0457,9.0341,8.436,8.6286,8.935,8.4095
"GENE1384",2.9557,3.1126,3.2261,2.7567,3.3145,3.5342,3.9065,2.2664,2.6374,2.6815,1.5594,3.2366
"GENE1385",7.8275,7.8042,7.4973,8.6798,8.5746,8.3815,8.3143,6.8574,7.8214,7.724,7.045,6.9242
"GENE1386",6.3258,5.8643,6.5892,7.2897,7.0137,7.2646,7.0574,6.2017,6.8245,6.3672,6.4955,6.4246
"GENE1387",4.5468,5.6939,5.1886,4.6619,4.7515,5.8545,5.8954,5.1629,4.5318,4.5532,5.7063,5.4077
"GENE1388",8.9579,9.619,9.583,10.5298,9.0678,10.1379,10.0182,10.5492,9.6558,9.9257,9.8126,9.744
"GENE1389",4.921,3.9034,4.0826,4.0945,3.5809,3.95,3.4535,3.8989,3.7344,2.4131,3.5161,4.7244
"GENE1390",4.4624,5.776,6.0199,5.2379,5.8111,6.1801,5.8279,4.8332,6.7819,4.6958,6.0202,4.7637
"GENE1391",6.7425,7.4914,6.0875,7.7137,7.8402,7.1341,7.6115,6.9923,6.7946,7.5871,7.1879,7.503
"GENE1392",4.4502,2.3791,6.3948,4.1163,4.7782,5.3645,2.5576,5.0769,2.7783,2.8366,5.4483,2.8474
"GENE1393",7.8429,7.6628,8.0775,8.3176,8.9945,7.9203,8.533,8.0811,7.7506,8.4953,7.532,7.9085
"GENE1394",5.5013,5.9598,5.7999,5.4355,5.005,5.1212,5.6075,6.0576,6.1147,5.211,4.5216,4.9853
"GENE1395",7.7267,9.1965,8.4634,9.0231,7.8588,8.8908,7.5136,7.4761,7.9727,7.5193,6.9334,7.6835
"GENE1396",5.485,5.9914,6.0961,6.4566,6.3267,5.5894,5.7671,5.273,5.9572,5.5981,5.8771,5.4011
"GENE1397",3.9416,5.1455,4.4334,3.424,3.7762,5.573,4.6198,4.5842,5.3953,3.8262,4.2687,5.9755
"GENE1398",1.9109,3.0456,2.8571,2.1718,1.2086,1.6177,2.9996,4.3155,3.4404,3.2547,4.4214,3.5375
"GENE1399",3.2809,3.3695,3.1222,2.6647,2.8227,2.6453,3.6096,3.6835,2.6851,5.1252,3.2292,3.5021
"GENE1400",5.1147,5.0892,6.2033,5.9917,5.3513,4.1846,6.2112,5.7393,5.9193,5.2219,5.8085,5.515
"GENE1401",3.5107,1.9971,1.7172,3.0381,2.7155,2.7896,1.7506,2.7932,2.3742,1.8543,1.8873,2.7446
"GENE1402",4.2519,2.1532,2.9937,2.1722,2.4135,3.725,3.9852,2.9877,3.5514,5.1994,3.129,3.3679
"GENE1403",8.8324,9.3829,9.9334,9.3657,9.6839,10.1192,10.1639,9.4209,9.1268,9.5969,9.4187,11.0443
"GENE1404",5.5002,6.1864,5.0324,6.7161,6.2779,5.7807,7.1544,7.3315,6.9535,6.3065,6.9102,5.928
"GENE1405",8.6839,8.2053,8.7138,10.1729,8.9716,7.6527,10.9817,10.0334,9.2392,6.6605,8.3526,10.5383
"GENE1406",7.9934,9.2847,9.8147,8.5407,10.4851,8.4127,9.028,12.047,10.4141,10.5373,8.7452,9.6594
"GENE1407",6.3449,6.0175,6.4247,6.6282,6.5172,5.9991,6.4502,6.3124,4.9299,6.395,5.7891,4.8379
"GENE1408",5.3513,6.3076,6.2696,6.4057,6.2889,5.9745,6.0021,5.7168,6.6841,6.173,5.8133,5.89
"GENE1409",6.5332,7.1526,6.08,7.8384,5.9349,5.8097,6.5207,6.5025,7.4058,7.3058,6.8148,7.0389
"GENE1410",7.4848,6.124,7.31,7.2478,7.2392,6.9201,7.6133,6.1243,7.8169,7.3576,7.7546,7.5957
"GENE1411",7.4055,8.3393,8.4248,8.3975,8.5579,7.7239,6.9295,8.882,8.2148,7.9755,8.1785,7.3493
"GENE1412",3.7037,0.2091,3.7995,1.4083,1.8695,1.1737,1.2828,0.7856,0.7386,0.4558,0.7085,2.3297
"GENE1413",6.5609,6.1847,6.0176,6.4885,5.6869,6.9933,6.1876,5.7598,6.1039,6.6449,6.8036,6.0519
"GENE1414",7.2974,5.7923,7.7733,6.174,7.4769,6.9294,7.0193,7.6013,7.6457,5.7043,6.8697,6.3498
"GENE1415",6.2992,5.4783,5.1245,5.4503,6.1011,5.9072,6.339,4.9398,5.6948,5.8933,6.4267,5.2731
"GENE1416",6.2165,5.6009,6.4733,6.2631,6.7472,7.5373,8.8872,9.0976,8.6647,8.7051,7.982,9.1072
"GENE1417",7.7391,7.4558,8.3919,6.9267,7.7283,7.1071,8.0053,7.0414,8.5329,7.3337,7.5053,6.914
"GENE1418",6.2152,6.0307,5.1956,5.7341,5.6594,5.6831,5.9291,4.5616,5.2107,6.1002,5.8022,6.1261
"GENE1419",8.6647,9.3675,9.5003,7.8528,7.1789,10.397,11.1779,10.0182,11.1335,11.131,12.4289,11.1164
"GENE1420",7.2874,5.6457,6.159,5.3333,7.2768,7.0874,8.475,6.0038,5.6384,6.7717,6.5414,5.7986
"GENE1421",1.7227,0.8864,2.2269,3.1692,2.6428,3.8681,2.5308,3.785,2.2713,2.7135,2.3834,2.4189
"GENE1422",6.1573,5.5492,6.4086,4.8188,5.2197,5.5096,5.2694,5.4893,4.7111,5.3372,6.1389,6.2473
"GENE1423",7.0451,7.2685,7.5687,8.1696,7.7062,6.2734,7.2976,8.05,6.6113,7.6737,6.6867,7.8497
"GENE1424",6.2992,5.4909,6.3423,5.6496,6.4021,5.3181,5.802,6.0092,5.9752,6.7108,6.2367,5.7332
"GENE1425",4.3084,2.8096,3.5681,2.7531,3.0175,2.4036,3.4854,3.8875,4.1911,3.3258,2.7985,3.5383
"GENE1426",2.379,1.6144,2.2751,2.314,1.6722,3.0356,5.052,5.0497,4.4687,4.4033,4.4231,5.1406
"GENE1427",6.4106,5.4193,5.7563,4.8608,5.4157,5.4645,6.0807,4.9447,5.8379,5.3169,5.2384,5.2649
"GENE1428",7.9405,5.8568,5.3835,6.5646,5.8434,8.0052,7.4979,7.7189,8.1616,7.038,8.1113,6.8055
"GENE1429",3.6598,4.697,5.2267,5.3193,5.0258,4.1141,5.1825,4.852,4.2147,4.5381,5.7131,4.0629
