"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000171503",-0.3231,10.0988,0.01354,0.05828
"ENSG00000171509",-1.771,7.4926,4.821e-05,0.0004593
"ENSG00000171517",-0.2638,7.0715,0.7221,0.8748
"ENSG00000171522",-0.5184,8.9757,0.0332,0.1176
"ENSG00000171530",0.0471,10.1685,0.6323,0.822
"ENSG00000171533",0.1926,7.6422,0.5105,0.7355
"ENSG00000171552",0.2346,11.078,0.02182,0.08507
"ENSG00000171566",0.0459,10.445,0.6043,0.8039
"ENSG00000171574",0.3198,8.6015,0.05733,0.178
"ENSG00000171596",1.5574,7.0286,0.07172,0.2091
"ENSG00000171603",0.3225,12.7477,0.0001135,0.0009886
"ENSG00000171604",-0.5785,9.7463,6.654e-07,9.316e-06
"ENSG00000171606",-0.3552,8.942,0.00668,0.03311
"ENSG00000171608",0.7869,9.1832,9.861e-09,1.894e-07
"ENSG00000171612",0.3046,7.8376,0.1996,0.4271
"ENSG00000171617",-1.2745,9.7311,0.0001908,0.001565
"ENSG00000171621",-0.0497,9.8796,0.794,0.9116
"ENSG00000171634",-0.0623,11.0917,0.4803,0.7132
"ENSG00000171649",-0.1059,8.2204,0.5609,0.7735
"ENSG00000171658",-0.2234,7.8165,0.5154,0.7391
"ENSG00000171680",-0.7891,8.3019,7.133e-06,8.251e-05
"ENSG00000171681",-0.4573,9.7602,0.0003003,0.00234
"ENSG00000171700",0.1938,8.175,0.3036,0.5527
"ENSG00000171703",-0.0387,9.6315,0.7576,0.894
"ENSG00000171720",-0.0679,9.8869,0.4969,0.726
"ENSG00000171723",-0.3133,8.5411,0.06473,0.1943
"ENSG00000171724",-1.507,7.2382,0.009133,0.04282
"ENSG00000171729",-0.2252,8.5103,0.163,0.3753
"ENSG00000171735",0.0525,8.8928,0.6982,0.8614
"ENSG00000171757",0.2322,7.4859,0.4983,0.7269
"ENSG00000171763",0.1908,8.2013,0.3002,0.5491
"ENSG00000171790",0.9187,7.2874,0.0614,0.1872
"ENSG00000171791",-0.4412,8.4685,0.005731,0.02921
"ENSG00000171792",-0.5789,9.0117,3.461e-06,4.271e-05
"ENSG00000171793",1.4857,9.6534,2.86e-16,1.306e-14
"ENSG00000171798",-0.2867,7.5865,0.3404,0.5889
"ENSG00000171806",-0.3355,7.8288,0.2051,0.4341
"ENSG00000171811",-0.3387,7.2063,0.5309,0.7507
"ENSG00000171812",0.1019,9.437,0.5222,0.744
"ENSG00000171813",-0.2559,8.1883,0.1795,0.3993
"ENSG00000171817",-1.1384,7.5066,0.001242,0.008011
"ENSG00000171819",5.0816,7.9589,1.944e-11,5.179e-10
"ENSG00000171823",0.0559,8.2322,0.763,0.897
"ENSG00000171824",0.651,10.3165,1.455e-06,1.921e-05
"ENSG00000171827",-0.321,7.9861,0.133,0.3259
"ENSG00000171840",0.0254,7.1931,0.965,0.9863
"ENSG00000171843",0.1321,9.4655,0.3167,0.5653
"ENSG00000171847",-0.7569,7.2382,0.1573,0.3661
"ENSG00000171848",0.0209,7.7109,0.9441,0.9765
"ENSG00000171853",-0.0407,9.8045,0.6984,0.8614
"ENSG00000171858",0.0951,11.3716,0.3096,0.5583
"ENSG00000171861",0.1136,8.3585,0.506,0.7329
"ENSG00000171862",-0.3989,11.2063,2.015e-06,2.589e-05
"ENSG00000171863",0.046,12.9082,0.5778,0.7854
"ENSG00000171865",0.2637,9.144,0.02875,0.1054
"ENSG00000171867",-0.22,13.1207,0.01071,0.04856
"ENSG00000171873",-0.547,7.3366,0.2717,0.5167
"ENSG00000171877",-1.2878,7.9862,3.389e-07,5.046e-06
"ENSG00000171889",0.0139,7.5239,0.967,0.9868
"ENSG00000171914",-0.2843,10.4266,0.006885,0.03401
"ENSG00000171928",0.2129,9.7872,0.05924,0.1823
"ENSG00000171931",-1.5969,7.0172,0.08072,0.2275
"ENSG00000171940",0.2283,9.8284,0.05792,0.1793
"ENSG00000171943",-0.2389,9.5621,0.03602,0.125
"ENSG00000171951",0.571,7.8737,0.02824,0.1039
"ENSG00000171953",-0.0357,8.352,0.8423,0.9345
"ENSG00000171960",-0.0115,8.5574,0.9401,0.9752
"ENSG00000171962",-0.3655,7.8578,0.1216,0.3053
"ENSG00000171970",-0.2163,7.5533,0.4867,0.7187
"ENSG00000171984",-0.2369,7.3387,0.5808,0.7874
"ENSG00000171988",-0.1336,10.7294,0.1969,0.4235
"ENSG00000171992",-0.2613,12.2842,0.02806,0.1034
"ENSG00000172006",-0.1142,8.0425,0.6104,0.8081
"ENSG00000172007",-0.188,8.5671,0.1999,0.4275
"ENSG00000172009",0.0535,9.2294,0.6963,0.8608
"ENSG00000172020",-0.7979,7.089,0.2875,0.536
"ENSG00000172031",-0.6709,7.1257,0.3163,0.565
"ENSG00000172037",-0.2575,13.5838,0.02256,0.08747
"ENSG00000172046",0.0236,10.5695,0.7979,0.913
"ENSG00000172053",-0.0019,11.8097,0.9821,0.9923
"ENSG00000172057",0.0666,10.8023,0.4874,0.7194
"ENSG00000172058",0.2435,8.8164,0.09488,0.2552
"ENSG00000172059",-0.2682,9.1162,0.0796,0.2253
"ENSG00000172061",-2.5562,8.3708,8.542e-25,8.599e-23
"ENSG00000172062",0.1156,9.7812,0.2773,0.5234
"ENSG00000172071",0.0702,9.1287,0.5521,0.7672
"ENSG00000172081",0.4025,10.1312,6.093e-05,0.0005652
"ENSG00000172086",0.2142,10.0922,0.07718,0.2204
"ENSG00000172113",-0.1354,8.7281,0.3642,0.6113
"ENSG00000172115",0.2923,9.7936,0.04926,0.159
"ENSG00000172123",0.6548,9.204,6.769e-07,9.447e-06
"ENSG00000172137",-1.0933,7.431,0.006506,0.03238
"ENSG00000172156",-1.5226,9.062,0.007459,0.03643
"ENSG00000172159",-0.1072,7.59,0.7889,0.9092
"ENSG00000172164",0.4723,9.5176,0.003876,0.02101
"ENSG00000172167",-0.64,7.6082,0.03872,0.1323
"ENSG00000172171",0.0922,8.1968,0.6256,0.8174
"ENSG00000172172",0.1182,8.9866,0.3477,0.5955
"ENSG00000172175",0.4545,9.9634,4.097e-05,0.0003978
"ENSG00000172183",0.3011,7.6953,0.3308,0.5796
"ENSG00000172197",-0.2941,7.7724,0.2444,0.4847
"ENSG00000172201",0.1139,7.7519,0.6778,0.8484
"ENSG00000172215",-0.6152,7.0458,0.4634,0.6996
"ENSG00000172216",0.4323,10.2561,0.001159,0.007563
"ENSG00000172239",-0.1083,10.6531,0.2993,0.548
"ENSG00000172244",0.0992,7.5028,0.7928,0.9114
"ENSG00000172250",-0.0516,7.8267,0.8322,0.9304
"ENSG00000172260",1.4501,10.3846,1.956e-20,1.378e-18
"ENSG00000172262",0.0095,9.3981,0.9358,0.9732
"ENSG00000172264",-0.1652,7.6664,0.5953,0.7964
"ENSG00000172269",0.1341,9.5258,0.2254,0.4601
"ENSG00000172270",0.0339,12.8695,0.6539,0.835
"ENSG00000172273",-0.0349,8.7795,0.8255,0.9262
"ENSG00000172292",0.5476,9.1051,0.0001508,0.001271
"ENSG00000172296",-0.8245,8.3714,1.096e-05,0.0001218
"ENSG00000172301",-0.5392,9.9304,2.503e-06,3.156e-05
"ENSG00000172315",0.2291,9.2041,0.1055,0.2763
"ENSG00000172318",0.9603,7.5554,0.009992,0.04595
"ENSG00000172331",-0.4286,9.6335,0.0002279,0.001833
"ENSG00000172336",-0.0262,8.5746,0.875,0.9475
"ENSG00000172339",-0.3244,8.2181,0.07076,0.2072
"ENSG00000172340",-0.0311,10.6083,0.7163,0.8717
"ENSG00000172345",-0.5149,9.2629,9.121e-05,0.0008133
"ENSG00000172346",-0.3769,9.8263,0.0003362,0.002586
"ENSG00000172348",-1.5392,9.109,0.002972,0.01686
"ENSG00000172349",0.9746,9.7123,1.664e-11,4.477e-10
"ENSG00000172350",-0.1503,7.1237,0.8152,0.922
"ENSG00000172354",0.3477,11.4323,2.606e-05,0.0002661
"ENSG00000172361",-0.2752,7.3212,0.5352,0.754
"ENSG00000172366",-0.2145,8.0115,0.3807,0.6275
"ENSG00000172375",0.2861,8.358,0.1828,0.4037
"ENSG00000172379",0.5597,10.679,4.991e-06,5.98e-05
"ENSG00000172380",-0.0108,13.0314,0.9059,0.9613
"ENSG00000172382",0.5188,7.5701,0.1258,0.3132
"ENSG00000172399",2.4395,7.2591,8.61e-06,9.777e-05
"ENSG00000172403",1.7444,12.7363,2.552e-63,1.485e-60
"ENSG00000172409",0.2198,8.5991,0.136,0.3314
"ENSG00000172426",-0.3179,7.2814,0.4866,0.7186
"ENSG00000172428",0.2123,9.1136,0.08514,0.2365
"ENSG00000172432",-0.1269,10.0444,0.1876,0.4106
"ENSG00000172456",-0.3182,8.5591,0.109,0.2833
"ENSG00000172458",-0.2117,8.3183,0.2545,0.4975
"ENSG00000172460",0.0875,7.112,0.897,0.958
"ENSG00000172465",1.0319,9.1511,4.292e-14,1.583e-12
"ENSG00000172466",-0.0023,10.3046,0.9808,0.9919
"ENSG00000172469",0.1486,9.3919,0.2126,0.4435
"ENSG00000172476",0.4822,7.5819,0.1637,0.376
"ENSG00000172493",-0.0698,10.4284,0.4834,0.7158
"ENSG00000172497",-1.6495,7.3605,0.0007988,0.005512
"ENSG00000172500",0.1656,10.0898,0.0775,0.221
"ENSG00000172508",-0.2467,7.2889,0.5951,0.7964
"ENSG00000172530",-0.4947,8.6189,0.003313,0.01837
"ENSG00000172531",0.3539,10.2752,0.002245,0.01329
"ENSG00000172534",0.0145,10.8272,0.8806,0.95
"ENSG00000172572",-0.5436,8.2758,0.07148,0.2087
"ENSG00000172586",0.2637,8.7046,0.0647,0.1942
"ENSG00000172590",-0.0651,9.0785,0.6075,0.8059
"ENSG00000172594",0.2716,11.1968,0.005517,0.02832
"ENSG00000172602",2.2552,7.0346,0.009136,0.04282
"ENSG00000172613",-0.0913,8.1346,0.6357,0.8241
"ENSG00000172638",-0.0856,12.5401,0.3347,0.5838
"ENSG00000172660",0.2038,11.4408,0.02787,0.1029
"ENSG00000172661",0.0795,12.2272,0.4239,0.6679
"ENSG00000172663",-0.0136,8.7747,0.9216,0.967
"ENSG00000172667",-0.4741,12.0911,2.705e-08,4.887e-07
"ENSG00000172671",-0.0875,8.0701,0.6705,0.8443
"ENSG00000172687",-0.1837,7.7827,0.4536,0.6919
"ENSG00000172716",-0.0671,10.3282,0.6422,0.8281
"ENSG00000172725",0.3443,11.079,0.001132,0.007416
"ENSG00000172728",-0.0578,8.8367,0.6638,0.8413
"ENSG00000172731",-0.4546,8.6305,0.003102,0.01743
"ENSG00000172732",0.3149,9.2774,0.006185,0.03113
"ENSG00000172733",0.0219,7.5994,0.9541,0.9817
"ENSG00000172738",-1.812,7.6472,1.486e-08,2.788e-07
"ENSG00000172748",-0.5773,8.1319,0.006559,0.0326
"ENSG00000172752",-1.4693,6.9631,0.1794,0.3993
"ENSG00000172757",0.3897,12.8019,0.0001385,0.001178
"ENSG00000172765",-0.0994,9.4733,0.4494,0.6888
"ENSG00000172766",0.0686,8.895,0.6092,0.8072
"ENSG00000172771",-0.8668,7.0351,0.3139,0.563
"ENSG00000172775",0.0362,10.2308,0.6958,0.8604
"ENSG00000172780",0.3352,7.4438,0.3863,0.6322
"ENSG00000172785",0.0858,9.5058,0.4519,0.6908
"ENSG00000172794",0.1681,7.0857,0.8217,0.9246
"ENSG00000172795",0.1402,9.317,0.2919,0.5403
"ENSG00000172799",-0.0773,7.0091,0.9362,0.9733
"ENSG00000172803",-0.5298,7.6624,0.06358,0.1918
"ENSG00000172809",-0.0181,11.951,0.8402,0.9335
"ENSG00000172817",1.2501,7.2707,0.01598,0.06651
"ENSG00000172819",-0.2672,10.5585,0.0502,0.1611
"ENSG00000172824",0.6209,7.9903,0.004949,0.02592
"ENSG00000172828",-1.8544,7.0795,0.01693,0.06947
"ENSG00000172830",0.1975,10.0322,0.05451,0.1709
"ENSG00000172831",-0.5384,10.4349,7.855e-10,1.762e-08
"ENSG00000172840",0.5953,8.6578,0.002971,0.01686
"ENSG00000172845",-0.2264,10.9433,0.008331,0.03965
"ENSG00000172869",0.1328,10.5048,0.173,0.39
"ENSG00000172878",-0.0197,8.3739,0.9036,0.9611
"ENSG00000172888",-0.1904,9.9712,0.0676,0.2004
"ENSG00000172889",-0.2421,7.9134,0.3028,0.5519
"ENSG00000172890",0.1306,10.6602,0.2038,0.4324
"ENSG00000172893",-0.5145,8.7095,0.002004,0.01207
"ENSG00000172901",-0.687,7.2819,0.167,0.3809
"ENSG00000172915",-0.1734,8.9755,0.3496,0.5971
"ENSG00000172922",0.0403,8.9829,0.7745,0.9022
"ENSG00000172932",0.1773,9.0666,0.1668,0.3806
"ENSG00000172935",0.5436,11.1332,4.092e-08,7.205e-07
"ENSG00000172936",-0.0888,9.9663,0.366,0.6132
"ENSG00000172939",0.4639,10.4718,2.48e-07,3.793e-06
"ENSG00000172943",0.1819,9.651,0.07727,0.2206
"ENSG00000172954",0.9575,9.9184,3.67e-13,1.239e-11
"ENSG00000172955",1.0401,7.4978,0.003108,0.01744
"ENSG00000172965",-0.2683,10.172,0.04428,0.1467
"ENSG00000172971",-0.5533,7.0692,0.4831,0.7155
"ENSG00000172974",0.537,10.1596,4.619e-07,6.685e-06
"ENSG00000172977",-0.0095,8.8896,0.9416,0.9757
"ENSG00000172985",0.8894,9.9106,1.694e-19,1.087e-17
"ENSG00000172986",-1.5729,9.7689,2.444e-51,1.002e-48
"ENSG00000172992",-0.2244,9.5563,0.09067,0.2471
"ENSG00000173011",-0.0396,9.3405,0.7375,0.8834
"ENSG00000173013",-0.0674,7.4305,0.8537,0.9398
"ENSG00000173020",0.161,9.8213,0.1305,0.3217
"ENSG00000173039",0.2339,10.6365,0.006968,0.03436
"ENSG00000173040",0.3092,9.3567,0.009776,0.04513
"ENSG00000173041",-0.0097,7.9689,0.9649,0.9863
"ENSG00000173064",-0.1806,10.5652,0.1032,0.2719
"ENSG00000173065",0.4125,9.073,0.001357,0.008655
"ENSG00000173068",-0.8687,11.4922,8.836e-24,8.171e-22
"ENSG00000173083",1.3576,7.6462,5.932e-06,7.014e-05
"ENSG00000173085",0.502,8.3422,0.007485,0.03653
"ENSG00000173088",-0.5415,7.0465,0.5047,0.7319
"ENSG00000173110",-2.6467,7.1989,1.249e-05,0.0001367
"ENSG00000173113",0.13,10.1893,0.2529,0.4956
"ENSG00000173114",-1.0434,7.7701,0.001571,0.009793
"ENSG00000173120",-0.0659,11.3572,0.4449,0.685
"ENSG00000173137",0.0472,8.1601,0.8108,0.9198
"ENSG00000173141",-0.1361,8.9087,0.3178,0.5665
"ENSG00000173145",0.1047,9.0817,0.4217,0.6662
"ENSG00000173153",0.1497,8.8389,0.3111,0.5601
"ENSG00000173156",0.1866,8.8294,0.2006,0.4284
"ENSG00000173163",-0.0516,9.0536,0.6818,0.8505
"ENSG00000173166",-0.0043,8.8175,0.9855,0.9939
"ENSG00000173171",0.0211,9.5328,0.8433,0.9348
"ENSG00000173175",0.0339,7.6059,0.9177,0.966
"ENSG00000173193",-0.1635,10.6625,0.07791,0.222
"ENSG00000173200",-0.1831,7.2796,0.7001,0.8621
"ENSG00000173207",-0.2848,8.5574,0.05341,0.1686
"ENSG00000173209",0.1351,10.511,0.1544,0.3621
"ENSG00000173210",-0.2334,11.1102,0.09622,0.258
"ENSG00000173214",-0.0399,7.8367,0.8684,0.9449
"ENSG00000173218",0.0612,9.8271,0.5336,0.7527
"ENSG00000173221",1.0043,11.0218,2.165e-24,2.088e-22
"ENSG00000173226",-0.0376,8.6553,0.7998,0.914
"ENSG00000173230",-0.153,12.2661,0.05405,0.17
"ENSG00000173258",-0.6741,7.3739,0.1333,0.3262
"ENSG00000173262",0.0447,7.8486,0.8643,0.9438
"ENSG00000173264",0.1481,9.6608,0.1674,0.3813
"ENSG00000173267",-0.4895,7.3002,0.2765,0.5222
"ENSG00000173269",-0.7776,7.2479,0.1148,0.2936
"ENSG00000173272",0.0107,9.4245,0.9364,0.9733
"ENSG00000173273",-0.0791,10.9781,0.3955,0.6413
"ENSG00000173275",-0.1072,9.0682,0.383,0.6295
"ENSG00000173276",0.4099,8.8649,0.003728,0.02034
"ENSG00000173281",0.3548,9.8753,0.01158,0.05161
"ENSG00000173295",-0.4234,7.6556,0.185,0.4069
"ENSG00000173320",-1.0226,7.9115,0.0001609,0.001343
"ENSG00000173327",0.2439,9.5264,0.02429,0.09265
"ENSG00000173334",-0.1732,8.3681,0.3159,0.5648
"ENSG00000173376",-0.6755,7.9241,0.003069,0.01727
"ENSG00000173391",0.3365,7.7272,0.3478,0.5956
"ENSG00000173401",-0.4416,7.1367,0.4909,0.7224
"ENSG00000173402",0.3175,11.5509,0.001486,0.00934
"ENSG00000173406",-0.9134,7.4102,0.04429,0.1467
"ENSG00000173409",0.0298,8.6812,0.8619,0.9428
"ENSG00000173418",0.4704,9.7135,4.367e-05,0.0004205
"ENSG00000173421",-0.9188,7.5247,0.007853,0.03793
"ENSG00000173436",0.1201,8.2405,0.525,0.7459
"ENSG00000173442",0.0437,10.4786,0.7294,0.8785
"ENSG00000173451",-0.2861,8.1084,0.1398,0.3378
"ENSG00000173456",0.2821,9.8183,0.008882,0.04174
"ENSG00000173457",-0.2175,9.8925,0.08989,0.2456
"ENSG00000173465",-0.0712,8.5259,0.6945,0.8596
"ENSG00000173473",-0.2181,10.7275,0.02473,0.09386
"ENSG00000173480",-0.22,8.6721,0.1435,0.3439
"ENSG00000173482",0.3411,11.6761,0.002585,0.01498
"ENSG00000173486",0.1184,9.5861,0.3121,0.5611
"ENSG00000173511",0.0478,10.9276,0.5847,0.7902
"ENSG00000173517",0.9896,12.9133,3.827e-23,3.334e-21
"ENSG00000173530",-0.0367,10.7791,0.7155,0.8713
"ENSG00000173531",0.0071,8.6889,0.9647,0.9863
"ENSG00000173535",-0.8616,8.1803,0.0009605,0.00646
"ENSG00000173542",0.0874,10.0199,0.4326,0.6751
"ENSG00000173545",0.3344,9.4709,0.002202,0.01309
"ENSG00000173546",-0.5741,10.1128,1.058e-05,0.0001181
"ENSG00000173548",0.3427,11.4809,0.001107,0.007289
"ENSG00000173559",0.3769,11.5543,0.01623,0.06725
"ENSG00000173566",0.0358,8.5409,0.8658,0.9445
"ENSG00000173567",-0.7643,7.3582,0.1002,0.2658
"ENSG00000173575",0.0313,11.5684,0.7098,0.8676
"ENSG00000173581",-0.1632,8.7251,0.2803,0.5275
"ENSG00000173588",0.0189,8.5447,0.901,0.9596
"ENSG00000173597",0.0884,7.0021,0.925,0.9689
"ENSG00000173598",0.6948,11.5753,0.02871,0.1053
"ENSG00000173599",0.4198,9.6367,0.0273,0.1014
"ENSG00000173611",-0.5434,9.5427,1.243e-05,0.0001364
"ENSG00000173614",-0.1725,8.8887,0.2292,0.4651
"ENSG00000173621",0.4791,8.4387,0.02115,0.08291
"ENSG00000173638",0.1911,8.0807,0.36,0.607
"ENSG00000173641",0.5698,9.4896,0.001517,0.009498
"ENSG00000173653",0.0501,8.2404,0.7727,0.9011
"ENSG00000173660",-0.0215,10.5419,0.8234,0.9255
"ENSG00000173662",-0.1429,7.0362,0.8671,0.9446
"ENSG00000173674",0.3103,10.8621,0.0006789,0.004786
"ENSG00000173678",-0.3047,7.7847,0.3292,0.5778
"ENSG00000173681",-0.0176,9.0306,0.8889,0.9544
"ENSG00000173692",0.0728,11.3896,0.4235,0.6676
"ENSG00000173698",0.3931,7.2187,0.5025,0.7304
"ENSG00000173705",0.6317,7.9501,0.008248,0.03939
"ENSG00000173706",0.7399,13.526,6.564e-09,1.292e-07
"ENSG00000173714",-0.0091,7.0183,0.9927,0.997
"ENSG00000173715",0.0393,7.7993,0.8871,0.9539
"ENSG00000173726",0.2029,11.6016,0.01721,0.07041
"ENSG00000173727",-0.0448,7.4616,0.9023,0.9604
"ENSG00000173744",0.4424,10.9302,1.953e-05,0.0002051
"ENSG00000173757",0.5083,10.793,2.683e-08,4.852e-07
"ENSG00000173762",1.081,7.1568,0.07883,0.2239
"ENSG00000173786",0.1449,11.3276,0.1069,0.2789
"ENSG00000173801",0.1966,8.7317,0.3136,0.5627
"ENSG00000173809",-0.6947,7.0308,0.431,0.6737
"ENSG00000173812",0.1314,12.6666,0.2101,0.4406
"ENSG00000173818",-0.0367,9.2476,0.7476,0.8892
"ENSG00000173821",0.1314,12.5796,0.2008,0.4286
"ENSG00000173838",3.9022,7.5307,1.25e-21,9.719e-20
"ENSG00000173846",-0.3225,8.5631,0.04044,0.1369
"ENSG00000173848",0.0778,9.3084,0.527,0.7477
"ENSG00000173852",-0.188,10.683,0.03337,0.118
"ENSG00000173875",0.2402,9.2903,0.06108,0.1865
"ENSG00000173889",0.0579,10.5801,0.5471,0.7637
"ENSG00000173890",0.4161,7.4245,0.2711,0.5164
"ENSG00000173894",-0.2039,7.5476,0.5209,0.7432
"ENSG00000173898",-0.8396,7.3406,0.06477,0.1943
"ENSG00000173905",-0.2809,11.4184,0.001062,0.007039
"ENSG00000173914",-0.4359,9.2612,0.0001086,0.0009508
"ENSG00000173915",0.378,9.6372,0.0002661,0.002105
"ENSG00000173917",0.2432,8.4921,0.1193,0.3013
"ENSG00000173918",1.2534,10.1097,4.279e-33,6.652e-31
"ENSG00000173926",-0.1619,7.715,0.557,0.7705
"ENSG00000173928",-0.098,7.2726,0.8409,0.9338
"ENSG00000173933",-0.3438,7.6746,0.2109,0.4414
"ENSG00000173947",-1.2052,7.8989,1.397e-06,1.848e-05
"ENSG00000173950",-0.1549,9.2742,0.2233,0.4569
"ENSG00000173960",0.3032,9.7271,0.01281,0.05578
"ENSG00000173991",0.3998,7.1031,0.5592,0.7723
"ENSG00000173992",-0.2503,9.5401,0.02912,0.1064
"ENSG00000174004",-0.3257,7.0874,0.6446,0.8294
"ENSG00000174007",0.0399,8.0497,0.8517,0.9387
"ENSG00000174010",-0.0249,8.7527,0.8684,0.9449
"ENSG00000174013",0.023,8.4286,0.8892,0.9545
"ENSG00000174021",0.3274,10.3604,0.0008176,0.005623
"ENSG00000174028",0.3941,9.2116,0.001448,0.009156
"ENSG00000174032",-0.1004,8.8545,0.4783,0.712
"ENSG00000174059",-0.1912,7.9722,0.598,0.7981
"ENSG00000174080",0.1037,11.1404,0.2706,0.5159
"ENSG00000174093",-0.2309,9.8958,0.03854,0.1319
"ENSG00000174099",0.734,11.638,5.142e-13,1.695e-11
"ENSG00000174100",0.0274,9.7305,0.8143,0.9216
"ENSG00000174106",0.2254,9.5717,0.03971,0.1349
"ENSG00000174109",0.233,7.8637,0.3633,0.6103
"ENSG00000174111",0.0718,7.9101,0.7618,0.8965
"ENSG00000174125",0.083,7.9061,0.7118,0.8688
"ENSG00000174130",-0.5667,7.6172,0.07408,0.2141
"ENSG00000174132",0.5,8.3754,0.002642,0.01525
"ENSG00000174136",-0.9694,11.491,7.101e-25,7.235e-23
"ENSG00000174137",0.6532,7.5239,0.05047,0.1617
"ENSG00000174151",0.2436,9.3523,0.02951,0.1074
"ENSG00000174165",0.0723,8.7135,0.6429,0.8286
"ENSG00000174171",0.8548,7.4142,0.0362,0.1254
"ENSG00000174173",0.1841,8.687,0.2326,0.4688
"ENSG00000174177",0.0595,8.4747,0.7495,0.8901
"ENSG00000174194",-0.1357,8.6609,0.36,0.607
"ENSG00000174196",0.0631,10.2982,0.598,0.7981
"ENSG00000174197",0.0646,9.9179,0.5337,0.7527
"ENSG00000174206",-0.1516,7.8611,0.5451,0.7621
"ENSG00000174227",0.0699,10.3,0.4528,0.6915
"ENSG00000174231",0.1054,12.9522,0.1884,0.4116
"ENSG00000174233",0.0672,10.8769,0.4948,0.7247
"ENSG00000174238",0.386,10.8234,3.648e-05,0.0003572
"ENSG00000174243",0.0383,10.7615,0.6817,0.8505
"ENSG00000174276",0.1306,7.7522,0.6071,0.8058
"ENSG00000174282",-0.0646,12.0363,0.4101,0.6563
"ENSG00000174292",0.1918,8.0287,0.3886,0.6343
"ENSG00000174306",1.131,11.6476,1.481e-33,2.405e-31
"ENSG00000174307",-0.1909,11.0619,0.06662,0.1983
"ENSG00000174325",-0.7776,7.3124,0.1248,0.3113
"ENSG00000174326",0.718,7.1957,0.1985,0.4258
"ENSG00000174327",-0.6721,7.507,0.04987,0.1605
"ENSG00000174332",0.0521,8.1219,0.8621,0.9428
"ENSG00000174348",-0.3939,13.1437,8.607e-05,0.0007718
"ENSG00000174353",-0.172,8.8304,0.2542,0.497
"ENSG00000174365",0.1521,8.3979,0.4028,0.649
"ENSG00000174368",0.0192,7.8369,0.9352,0.973
"ENSG00000174370",-0.7047,7.7713,0.007184,0.03523
"ENSG00000174371",-0.0553,7.2475,0.9216,0.967
"ENSG00000174373",0.1476,9.704,0.214,0.4455
"ENSG00000174374",0.1162,10.0619,0.2212,0.4542
"ENSG00000174384",0.1876,7.1357,0.7866,0.9082
"ENSG00000174405",0.1182,9.0488,0.3849,0.6309
"ENSG00000174428",0.0473,10.3193,0.6117,0.809
"ENSG00000174437",1.3401,13.2206,3.229e-18,1.803e-16
"ENSG00000174442",0.0759,8.6626,0.606,0.8052
"ENSG00000174444",-0.0816,14.8815,0.3669,0.614
"ENSG00000174446",-0.0252,8.5626,0.8772,0.9488
"ENSG00000174448",-0.4951,7.0375,0.5517,0.767
"ENSG00000174456",0.5061,8.0854,0.01045,0.04763
"ENSG00000174483",-0.3209,7.2136,0.5349,0.7539
"ENSG00000174485",-0.0071,10.2508,0.9594,0.9842
"ENSG00000174501",-0.6929,8.6431,0.001717,0.01057
"ENSG00000174514",-0.747,7.2576,0.13,0.3208
"ENSG00000174516",-0.0642,8.6726,0.6466,0.8304
"ENSG00000174527",0.0563,7.1624,0.9319,0.9725
"ENSG00000174529",-0.2814,7.3511,0.5151,0.7389
"ENSG00000174547",0.0057,9.3681,0.9608,0.9849
"ENSG00000174564",-0.7174,7.6493,0.01317,0.05699
"ENSG00000174574",0.3292,10.0976,0.00074,0.005168
"ENSG00000174579",0.0208,9.0182,0.8697,0.945
"ENSG00000174586",0.4643,7.5042,0.1874,0.4103
"ENSG00000174599",-0.3173,7.879,0.1834,0.4046
"ENSG00000174606",0.0459,9.4665,0.6804,0.8499
"ENSG00000174628",0.3205,8.7902,0.09977,0.2651
"ENSG00000174652",-0.2954,9.6276,0.0122,0.05373
"ENSG00000174669",-0.9579,7.3253,0.03624,0.1254
"ENSG00000174672",-0.7655,7.0559,0.3287,0.5774
"ENSG00000174680",3.0258,7.1968,6.284e-06,7.389e-05
"ENSG00000174684",0.1014,9.9671,0.3486,0.5962
"ENSG00000174695",0.3589,11.205,0.0001688,0.001403
"ENSG00000174697",3.0306,7.9241,5.632e-20,3.761e-18
"ENSG00000174705",0.6164,11.9386,3.25e-05,0.0003227
"ENSG00000174718",-0.2146,9.2302,0.06504,0.1949
"ENSG00000174720",-0.0463,9.8497,0.6446,0.8294
"ENSG00000174721",-1.0252,7.1811,0.07149,0.2087
"ENSG00000174738",-0.6204,10.3293,0.0003074,0.002389
"ENSG00000174740",0.1241,8.1266,0.5191,0.7418
"ENSG00000174744",0.2664,9.4363,0.02659,0.09928
"ENSG00000174748",-0.0558,14.2286,0.4731,0.7073
"ENSG00000174749",0.4422,7.9767,0.05627,0.1753
"ENSG00000174775",0.3658,9.135,0.003147,0.01761
"ENSG00000174780",-0.2066,11.1835,0.01041,0.0475
"ENSG00000174791",-0.5466,8.567,0.0009753,0.00654
"ENSG00000174796",-0.0843,8.7934,0.5512,0.7665
"ENSG00000174799",-0.3349,8.4967,0.03759,0.1295
"ENSG00000174804",0.7879,10.4791,6.078e-12,1.713e-10
"ENSG00000174807",-0.7792,13.5912,9.898e-07,1.335e-05
"ENSG00000174808",1.3003,7.6265,4.298e-05,0.0004146
"ENSG00000174827",-0.7677,7.3865,0.06073,0.1858
"ENSG00000174839",0.6568,8.8181,0.0002937,0.002296
