"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"GDF15",6.7162,7.9148,9.0579,8.4839,7.058,6.5646,6.7464,8.8369,7.2395,10.1261,7.816,8.2344,7.8134,8.0709,8.4931,6.6401,6.9503,7.1123,7.0828,8.6153,11.5794,7.5336,10.4256,10.1226,9.8193,10.1301,6.1218,7.0891,8.0581,10.6555,7.5949,6.3615,10.6305,8.2726,7.9821,8.7368,9.2273,7.9995,8.0047,9.0752,8.6127,11.1101,6.4655,9.7868,8.529,11.2846,11.1083,9.6802,8.3027,8.2792,7.8394,9.7919,7.9865,8.8775,8.4718,7.9365,7.041,8.1176,10.1212,10.7996,7.9231,11.1267,8.0675,6.5479,7.9651,8.5468,9.6496,6.3661,11.359,6.7774,6.7243,7.0149,11.3292,6.0677,7.8095,7.6636,7.7332,6.5626,6.7157,6.5463,7.9196,6.6965,6.2116,10.8451,8.2402,7.0748,6.9542,8.4841,7.5702,8.7869,6.9293,7.7267,7.3106,7.8417,7.1512
"LRRC25",7.0943,7.9474,8.116,8.28,7.3812,8.8716,7.2458,7.8169,8.0861,8.2372,7.16,7.3394,7.4262,9.4954,7.7815,7.4554,8.4545,7.3084,9.2591,8.6153,9.1082,8.6102,10.6942,8.3793,8.2172,9.3838,6.8086,8.5253,8.1837,8.0902,8.3297,7.34,7.859,8.3124,7.4598,7.6156,8.2981,8.0985,7.7862,7.4551,7.9984,7.6738,8.3774,7.5648,8.2188,7.632,7.9349,8.2734,8.3073,8.271,7.762,9.4325,8.1513,7.4078,8.138,7.51,7.3654,7.8127,7.8985,8.0992,7.79,6.7471,8.3903,9.4042,7.3468,8.8352,9.0411,7.0528,8.1114,8.8378,8.3019,8.0142,7.8436,8.6451,8.2434,8.4256,7.3658,8.2751,7.7675,7.014,7.5107,6.7705,7.0608,8.0638,8.473,8.9989,9.2048,8.4451,7.9976,7.7028,7.6694,7.2488,9.0284,8.7751,9.0791
"SSBP4",9.2372,9.4415,10.6715,9.4102,9.2877,9.68,9.5114,10.2003,9.4007,9.1964,9.1146,8.8643,8.7221,10.0666,9.7292,8.3398,8.7703,9.1223,9.4604,9.3117,9.5096,9.346,10.1855,9.5015,10.4583,10.2822,9.3946,9.4912,9.2588,9.1141,10.1463,9.9322,8.8952,9.8405,9.7194,11.9402,9.9787,8.9608,10.158,9.6679,9.5071,10.7485,9.4575,10.4631,8.2238,10.7098,9.3179,11.257,10.2012,9.0277,9.539,11.2148,9.7728,8.6992,8.958,9.8706,9.5021,9.6286,9.2902,9.7428,9.6098,9.7076,9.721,8.3702,10.4553,9.8436,10.1733,8.5911,9.6047,9.4261,9.0169,9.7948,10.7987,9.4819,8.1009,9.6468,11.0335,9.6708,9.4838,9.3315,10.314,9.4315,9.3017,11.1398,8.8142,9.9365,11.1542,9.5643,9.8143,8.5446,10.1982,8.7899,10.6427,11.0093,10.2756
"ISYNA1",10.4814,10.075,11.9734,10.3579,10.5209,9.019,10.42,11.9937,10.1963,10.6241,9.9982,10.6294,10.1661,9.9183,10.2306,9.9235,9.4727,10.5011,10.0114,10.2959,9.949,10.6873,9.5543,9.6784,11.4911,9.8802,11.9452,11.5687,11.3139,9.673,11.8848,10.7442,8.9102,9.4939,11.0771,12.5381,11.4092,9.638,11.3776,10.2038,10.6235,12.4105,11.2564,12.2809,8.6635,11.2129,10.089,12.8665,12.405,10.5963,9.8161,12.0501,11.7001,10.0556,9.4339,11.4642,10.4717,10.9811,11.6166,10.6692,11.0106,9.9786,12.3731,8.3966,10.9521,11.112,9.6155,10.1479,10.1716,10.6196,10.4321,10.7127,11.3303,10.5508,10.8154,10.517,11.8978,10.6258,10.1968,11.7374,12.3735,11.1886,10.6727,12.9976,9.8798,11.4869,10.1962,10.5611,11.8225,8.9807,12.6622,9.55,10.8888,11.1321,8.8152
"ELL",9.6896,9.762,9.9207,9.81,9.7724,10.7259,9.757,10.0236,9.7499,9.7676,9.78,9.4742,9.3826,9.6506,9.4419,9.2167,9.3285,9.6921,9.3189,9.3157,10.197,9.3792,9.7448,9.8715,9.6203,10.7123,10.091,9.7389,9.7721,9.5037,9.8483,10.5592,9.6257,9.4462,10.1617,10.2724,9.9605,10.4449,9.9313,9.9225,9.3231,10.2946,9.4396,9.8826,9.559,9.8764,9.6389,10.3476,10.125,9.3875,9.9319,10.1369,9.6475,8.8323,10.0553,9.5794,9.9586,9.4268,9.3805,10.3298,9.621,9.8658,9.455,9.8168,9.6992,10.0794,10.1064,9.6977,9.8144,9.8759,9.7164,10.021,10.1473,10.2419,9.6782,9.681,9.7943,9.85,9.9633,9.6737,10.0822,8.95,9.7133,9.9896,9.0468,10.6745,10.2339,9.7466,10.1476,9.5624,9.6496,9.0451,10.0915,9.848,10.4968
"FKBP8",12.4503,12.539,13.9136,12.4965,12.3776,12.6226,12.4041,13.3263,12.2956,12.5171,12.6026,12.2005,12.1238,12.9443,12.1942,11.8044,12.5254,12.3958,12.3547,12.0484,12.5338,12.2313,12.6919,12.5376,12.7561,13.4193,12.9847,12.1873,12.1015,11.8929,12.7733,13.7132,12.1554,12.1654,12.3419,14.3921,13.0941,12.8633,12.4515,12.1412,12.1366,13.0441,11.9706,12.9074,12.558,13.0475,12.5174,13.136,12.9625,11.6754,12.4652,13.485,12.8366,10.8407,12.5342,12.3024,12.2087,11.8597,10.8258,12.7973,11.7434,12.9681,11.942,11.8707,12.9803,12.1552,12.7808,12.143,12.1562,12.19,12.0873,12.7562,13.26,13.4647,13.0664,13.0025,13.4683,13.3289,12.8268,12.2345,13.8552,11.716,12.307,13.9371,11.3143,12.9238,12.8543,12.2977,13.0502,12.0682,13.4075,10.868,12.6449,12.8198,13.6145
"KXD1",10.812,10.8586,11.6849,10.7486,10.7796,10.999,10.6172,11.2779,10.676,10.8879,10.7944,10.6453,10.7554,11.3015,10.9081,10.4271,10.7949,10.725,11.1455,10.6949,10.7773,10.8414,11.3262,11.0405,10.914,11.894,12.4434,10.8522,10.8066,10.4594,11.0322,11.6063,10.9096,10.859,11.071,12.0677,11.0758,11.4936,11.6499,10.7746,10.7377,11.3312,11.0749,11.1596,11.2069,10.8666,10.7966,11.1606,11.2859,10.3443,10.8359,11.4778,10.9628,10.24,11.191,10.6275,10.6053,10.5662,9.9515,10.411,10.6224,10.7024,10.6595,10.8344,11.0511,11.1525,10.8783,11.4113,10.3711,11.0287,10.6362,11.2141,11.941,11.9109,11.8412,10.9599,11.5922,11.6507,10.9489,11.3509,11.865,11.3972,11.2903,12.1462,10.3148,11.1952,11.6453,10.9569,11.3891,11.0952,11.3262,10.7595,11.2913,11.5236,11.7434
"UBA52",13.4791,13.4356,14.6477,13.0977,13.3343,14.2568,13.1448,14.2706,13.176,13.1555,13.057,13.1575,13.2478,14.2696,13.7917,13.2474,13.8521,13.7551,13.6473,13.222,13.7972,13.5284,13.84,14.0602,14.1494,14.3453,15.1468,13.5015,12.963,12.529,14.0782,14.5665,13.2641,13.496,13.2894,16.0034,14.2956,13.8281,14.8361,13.2616,12.7059,14.4117,13.7822,13.6814,13.5668,13.9154,13.4782,13.834,14.1009,12.805,13.0863,14.2143,13.7909,13.4403,14.388,13.0364,12.8045,13.745,12.1913,13.3228,13.3033,13.1365,13.0328,13.2643,14.1586,12.8762,13.0887,14.191,12.7303,13.1427,12.9342,13.5945,14.4199,14.8574,13.9121,13.6438,14.7268,14.1929,13.5179,14.0273,15.155,15.041,13.7205,15.1169,12.7891,13.8516,14.5236,13.0729,13.8048,13.6585,14.3548,13.4035,13.4878,14.0863,14.5837
"C19orf60",8.9846,8.8339,10.4645,8.5907,9.0376,10.1153,9.3454,9.7659,9.0156,8.4578,9.2647,8.3059,8.0158,9.0534,8.5755,7.7118,8.1627,8.4423,8.3891,8.6721,9.067,9.0716,9.2282,8.9257,9.5395,10.3441,9.7129,9.3336,8.9295,8.6768,9.0402,9.3262,9.349,9.1886,9.7773,12.2371,9.5042,9.0909,9.1396,8.7803,9.6299,9.6537,9.0974,10.1668,8.6854,9.7948,8.707,10.1776,9.6596,8.0207,9.4014,10.335,8.5077,7.894,8.2319,8.3695,8.3835,8.4648,8.3258,9.0069,7.9493,8.7694,8.5593,9.2312,9.9016,8.8715,9.7328,8.7038,8.5173,9.0471,8.6492,10.1636,9.4669,10.0847,8.6624,9.0487,10.943,9.4141,9.8017,9.2429,10.0985,9.0137,8.2493,11.3088,8.5256,10.2393,10.489,9.1687,8.9194,8.2069,9.705,8.3852,9.9331,10.3048,10.682
"CRLF1",7.8366,8.0458,9.6594,8.001,8.7457,8.392,8.2242,8.7257,7.534,8.4723,7.6665,7.5779,7.7028,9.0264,7.9551,8.0988,8.1943,8.1347,9.0036,7.8273,8.3343,7.1709,8.063,8.6476,8.7804,9.2185,11.2901,7.4766,7.5549,7.6249,8.6796,10.1851,9.0657,7.9571,8.3679,9.2184,7.9797,8.1624,8.6111,7.5516,8.2586,8.7831,8.1431,8.555,7.9098,7.5129,8.3031,8.7824,7.7002,7.2387,8.1418,9.3282,7.243,7.7635,8.0434,9.7061,7.6826,8.1086,7.6413,6.9424,7.4613,7.5763,7.5707,7.2322,8.6243,7.1492,8.515,8.5121,8.386,7.4137,9.0193,8.267,13.3394,7.8764,7.6401,7.9957,7.9015,8.1258,10.3947,8.9385,9.1799,8.6409,8.859,8.3214,8.2146,8.0658,8.7583,8.9233,8.5239,7.429,8.6659,8.2246,13.6923,7.7856,8.4331
"TMEM59L",5.888,5.9415,8.0914,6.1773,8.8057,5.9416,7.5046,8.1128,6.2468,7.6232,6.1186,5.9895,6.042,6.3246,6.3766,6.9258,6.6405,5.86,7.225,6.092,6.3812,6.1237,6.519,6.5729,7.0856,6.8016,6.433,6.4043,6.4785,6.2179,6.631,7.4807,7.3479,6.6557,7.8183,8.2777,5.8029,6.0591,6.5079,6.5604,6.7666,6.0321,6.3148,7.7144,6.4777,6.6949,6.4207,6.4439,5.7295,6.2864,6.9749,7.953,6.6995,6.1549,6.4715,6.9047,6.4366,7.0016,6.294,7.1372,6.0621,6.8049,6.2649,5.8449,7.3151,6.8907,6.4695,6.747,7.3623,6.4365,6.1675,6.229,8.0766,5.9568,6.4016,6.1288,6.1179,5.9341,7.8631,7.3296,7.1189,5.8273,5.9979,6.4725,7.8303,6.8009,5.9661,5.918,6.7364,5.8792,6.7156,8.2851,7.8989,6.3363,6.1413
"KLHL26",9.2331,9.1965,9.5838,9.2357,8.6397,9.5572,9.3263,9.4851,8.7088,9.0814,9.3641,9.2401,9.0273,8.6099,8.9916,8.7854,8.8044,9.4082,8.9415,8.9546,8.7363,8.6518,8.6372,8.7017,9.4442,9.12,9.5886,9.2163,8.6932,9.1212,8.7164,9.6453,7.4027,8.9634,9.1665,9.2916,9.0544,9.9617,9.0336,9.4405,8.7391,9.5233,8.5963,8.9575,8.9362,9.3822,8.8056,9.489,8.7319,8.9715,9.0392,9.4427,8.8509,8.6559,8.9896,9.1704,9.4559,9.1188,8.7445,9.491,9.0587,9.1352,8.7036,8.5916,9.0171,9.4086,9.5009,8.9902,9.0078,9.1105,8.857,8.7077,9.9785,8.9046,8.7728,8.5408,9.2829,9.3906,9.1296,9.7986,9.4576,8.5114,8.2493,9.235,7.9131,9.0432,8.7219,8.3384,9.2176,8.7487,8.469,7.8742,9.5388,8.8736,8.5586
"CRTC1",9.7548,9.7027,9.9139,9.5741,9.6335,9.7696,9.9594,10.1341,9.5477,9.7426,9.573,9.7104,9.4412,9.0712,9.3297,9.5088,9.1812,9.9171,9.6152,9.3449,8.9096,8.6137,9.2073,8.986,9.5997,9.2555,9.4877,9.3063,9.054,8.59,9.3349,10.4389,9.071,8.8709,9.812,10.0464,9.1702,9.7268,8.0704,9.6661,9.1168,9.9955,9.0974,10.0173,8.714,9.7452,9.1292,10.1535,9.4417,9.2773,9.7817,10.0231,9.4191,9.2004,9.5075,9.6646,9.9041,9.4427,8.6588,10.064,9.811,9.2703,9.6296,8.3966,9.6949,9.2601,9.3905,9.1157,9.2274,9.5062,8.9829,10.11,10.0792,8.877,9.3754,8.4959,9.7318,9.3269,9.8618,10.307,10.9492,9.1241,7.953,9.8279,7.8969,9.6192,9.2836,8.4172,10.0107,8.7832,8.647,9.4096,9.7792,9.1472,8.766
"COMP",6.0546,7.2613,8.3969,7.9335,6.8569,6.1849,6.7984,6.72,6.6928,8.055,6.4484,6.2289,6.5507,10.7171,8.0847,6.348,6.5268,6.182,8.0743,9.0311,13.6062,10.2285,8.2406,13.1993,13.2554,15.3811,6.5162,13.8907,12.4797,11.8639,12.3539,11.4575,10.9427,11.2629,11.7313,15.3241,12.5526,11.1965,12.3882,13.2984,12.9985,10.7357,10.7847,12.395,12.1422,11.008,10.67,11.2422,8.8554,11.158,11.9342,14.0777,10.5757,6.5223,12.3711,12.8087,11.9576,10.129,11.4779,10.2967,10.3217,8.678,13.251,8.6727,13.5351,12.2029,12.5625,6.073,12.1405,9.057,11.8793,10.0679,10.2505,5.8924,10.2969,11.3615,9.6277,7.3447,12.6334,7.8358,8.3902,7.5154,8.6745,13.2514,6.354,12.009,11.0525,11.1464,11.6662,11.5647,10.9213,6.8307,13.0315,10.6291,10.4223
"UPF1",12.1678,12.0085,12.0853,11.995,12.2486,11.98,12.1426,12.2065,11.9704,11.9209,12.3293,11.7905,11.5363,11.4043,11.4914,11.8383,11.8736,11.9612,11.9404,11.6298,12.1773,11.8716,11.6558,11.978,12.0429,12.3055,12.8007,11.8355,12.1673,11.8049,12.2376,12.9646,12.2595,12.0159,12.4187,12.0196,12.0111,13.0609,11.354,12.3012,12.086,12.7885,12.0787,12.1462,12.1798,11.8677,11.9717,12.2222,11.9333,11.85,12.2181,12.3456,11.7589,11.4968,12.3776,11.9486,12.2467,12.0415,11.7081,12.5562,12.0463,12.1143,12.5585,12.2582,11.3848,11.9262,12.1407,12.8113,12.0005,12.2591,11.7852,12.2438,13.0406,12.2855,12.594,11.622,11.8825,12.5422,12.4012,12.5821,13.0608,11.3117,11.727,12.557,11.898,12.2783,12.3589,12.0982,12.7486,12.0732,12.5151,11.9272,12.67,11.9284,12.3993
"GDF1",6.137,5.5538,6.9961,6.0371,6.881,9.4279,6.811,7.0683,6.2468,6.7531,6.4084,6.273,6.3235,6.2416,6.4171,6.3067,6.3747,6.566,6.5682,6.1722,5.9187,6.5669,6.0662,6.532,6.2517,6.7706,7.5958,5.6602,7.524,5.7707,6.5348,6.8399,6.2001,6.2009,6.591,6.2663,5.9506,6.1204,5.5844,5.6534,6.8089,6.0968,6.0005,5.842,5.3397,6.2798,5.9489,6.9327,6.7618,5.7589,6.1019,6.2753,6.0716,7.226,6.4937,6.0364,5.7628,6.5211,7.8429,6.9815,6.0003,5.9961,5.8333,5.5666,6.1782,5.8025,5.8731,6.6598,6.836,6.9679,6.668,7.1789,8.0404,5.6173,7.7345,5.7555,8.4896,6.7016,6.047,9.2602,7.9311,6.7525,7.0943,6.092,7.8303,6.2616,5.9262,8.1948,7.0536,6.1345,6.8723,8.4393,5.784,9.4876,5.861
"CERS1",6.4177,5.5538,7.4439,6.2266,7.1083,9.5388,7.0884,7.461,6.355,6.9752,6.5237,6.3548,6.4627,6.4922,6.4559,6.5945,6.4646,6.7334,6.588,6.311,6.2166,7.0412,6.2378,6.8215,6.4672,7.3043,7.8079,5.7318,8.0476,5.8211,6.6847,7.3745,6.4401,6.3379,6.7447,7.1933,6.1354,6.3471,5.7626,5.6534,7.0338,6.2619,6.16,6.0465,5.3397,6.5811,6.0196,7.6525,7.2631,5.7589,6.2925,6.6583,6.2945,7.3466,6.8738,6.1763,5.9716,6.6735,7.9571,7.5048,6.1187,6.2603,5.9994,5.7318,6.5099,5.9053,6.0586,6.7301,7.1836,7.2485,7.0228,7.4389,8.4618,5.6173,8.0407,5.972,9.7295,6.9993,6.1627,9.601,8.6351,6.8399,7.574,6.68,8.2528,6.5331,6.104,8.7749,7.1558,6.2019,7.7074,8.8704,6.003,10.0959,6.073
"COPE",10.9155,10.9605,12.6139,11.0257,11.1093,11.5634,10.8059,12.2583,10.8951,10.8778,11.361,10.4676,10.4347,11.5213,11.0141,10.3226,10.5764,10.8322,11.1966,10.824,12.0289,11.9442,11.9818,12.2896,11.9806,12.5535,12.3873,11.8883,12.0224,11.4278,12.3291,12.2169,12.1267,11.3807,12.128,13.7982,12.8074,12.977,11.2935,11.8785,11.6363,12.8125,12.2407,12.3698,12.4345,12.4517,11.6673,12.6453,12.328,11.0237,11.7084,13.2078,11.915,11.0237,12.3571,11.3449,11.5606,10.9494,10.85,12.4078,10.9495,12.6071,11.6518,11.202,12.0136,11.9498,12.3043,12.2671,11.0014,11.9077,11.2776,11.6847,12.8627,12.8278,12.2091,12.1782,12.5797,12.595,11.7724,11.7278,12.8088,11.9189,11.6951,13.763,11.5408,12.7851,12.6907,11.8931,12.2744,11.623,12.0573,10.7383,12.3742,12.4538,12.8557
"DDX49",10.0666,10.144,11.1223,9.907,10.1297,10.6658,10.0709,11.0068,9.8651,9.949,10.1573,9.6842,9.8043,10.148,10.015,9.8175,9.8113,10.0367,9.794,9.7018,9.984,10.5314,10.4514,10.8408,10.5144,11.0437,11.6546,10.2927,10.7958,10.0632,10.9082,11.6467,11.1491,10.5884,10.6001,11.98,11.1783,11.306,10.4558,10.1908,10.3392,11.2902,10.931,10.7966,11.2756,10.7823,10.3073,11.2671,10.5817,9.8071,9.9247,11.1429,10.4956,10.2093,11.273,10.0578,10.1735,10.2043,9.5839,10.7865,9.8399,10.79,9.8085,10.5339,10.2856,10.0766,10.127,11.3394,10.0177,10.7797,10.16,10.613,11.6561,11.5697,11.5112,11.0882,11.0879,11.6053,10.8876,11.4612,12.2715,11.0251,10.3689,12.028,10.1882,10.9604,11.8448,10.749,11.255,10.6943,11.1759,10.0267,10.9857,11.0645,10.9987
"AC002985.3",9.4778,9.6214,11.1335,9.7015,9.7276,10.6868,9.4686,10.8935,9.5015,9.7352,9.9031,9.1058,9.0396,10.2536,9.4495,9.0669,9.2835,9.3344,9.542,9.3641,10.5167,10.3731,10.7124,11.0029,10.6707,11.4188,10.9226,10.4879,10.7481,10.1526,10.817,11.1371,10.5269,10.0676,10.5868,12.2061,11.2406,11.9381,9.5673,10.1595,10.3444,11.5438,10.7013,11.0465,11.3015,11.0495,10.2915,10.9242,10.7804,9.6657,10.2561,11.5531,10.4869,9.5083,10.9316,9.9898,10.1746,9.5312,9.44,10.7515,9.5477,11.1606,10.0111,10.1189,10.6574,10.4443,10.8011,10.4708,9.8253,10.3932,10.2802,10.5484,11.4298,11.4783,11.2058,10.8172,10.998,11.1394,10.5756,10.5929,11.6297,9.6803,10.4944,12.1605,10.4119,11.3232,11.4254,11.0126,11.1721,10.0236,10.7689,9.7163,11.1813,11.5241,11.8496
"HOMER3",8.7983,9.0599,10.7068,9.1307,9.3115,11.2385,9.2043,10.2069,9.2326,9.1724,8.6895,8.6479,8.4525,10.1256,8.7943,8.408,8.7943,8.6914,8.8996,8.9238,9.2195,8.4342,10.4758,10.263,10.6666,11.6085,10.6866,10.0559,10.5189,9.7128,9.9,11.2571,9.071,10.1237,9.7656,12.3843,10.3789,12.0231,9.0656,9.088,9.9951,11.4488,9.9201,10.7492,11.1767,11.0552,9.5462,9.6021,10.0459,9.1023,9.2445,10.8674,9.4005,8.5041,9.7415,9.6847,9.2647,9.4196,8.6745,9.2939,9.4093,10.4991,9.2008,10.4514,10.4381,9.3654,10.0168,8.2952,9.8007,8.7329,10.6455,10.7263,11.2606,11.3055,11.1898,10.7075,11.7061,10.2375,10.4159,10.6248,11.6493,9.917,10.431,12.5849,9.5179,10.7358,11.3925,11.277,11.3158,9.547,10.7116,10.0739,11.0184,12.0058,12.1689
"SUGP2",11.4614,11.5827,11.1672,11.5286,11.3718,12.0571,11.2853,11.0643,11.4685,11.3008,11.6441,11.5612,11.2858,10.0856,10.76,11.3979,10.7295,11.2015,10.8799,11.2898,10.7378,11.1056,10.8904,9.8931,10.9251,11.4782,13.033,11.0198,11.5555,11.0338,11.0314,12.0074,11.0549,11.0789,12.1931,11.6493,11.2311,12.5491,10.4772,11.2777,11.2652,12.5041,11.5699,12.3054,11.1549,11.0666,11.5363,11.4516,12.0863,12.0811,11.7746,11.2443,11.2269,12.5458,12.2521,11.2101,11.7894,11.3096,11.2176,11.5828,11.9146,11.621,11.3779,11.2276,11.3559,10.932,11.5883,12.1959,10.7215,11.5809,11.1205,12.0507,11.7561,11.0314,11.5293,9.3514,11.9916,11.6493,11.2306,12.8855,12.7343,11.7545,10.7522,10.6122,11.9785,11.8215,12.8372,10.6124,12.2442,11.3853,12.214,13.3713,11.1329,10.3813,11.0857
"ARMC6",9.6261,9.8444,10.4886,9.5404,9.5529,10.4783,9.4876,10.6043,9.4302,9.4839,9.9087,9.2951,9.3255,9.7871,9.6131,9.4532,9.1992,9.6156,9.6735,9.3622,9.8368,9.9652,10.114,10.1449,10.1815,10.0692,11.2346,10.1028,10.0508,9.7742,10.2962,11.183,10.4298,10.2411,10.163,10.7698,10.5938,10.9205,9.3093,10.168,9.8136,11.2631,10.2262,10.6305,10.5162,10.2243,9.7599,10.6824,9.9332,9.5657,9.6935,10.9092,10.5091,9.7449,10.3202,9.6457,9.9535,9.8378,9.2616,10.411,9.6586,10.4724,9.7773,9.5353,9.8853,9.487,9.825,10.4945,9.5614,9.4861,9.4538,10.3153,11.1601,10.9536,10.8186,9.1955,10.4577,11.2084,9.9982,11.3362,12.028,10.5049,10.3416,11.2632,10.6271,10.6895,11.4239,10.0358,10.627,9.9685,11.0103,10.4244,10.8962,10.357,10.7958
"SLC25A42",9.2871,9.4855,9.3821,9.0442,9.0256,11.8823,9.0194,8.857,8.9196,9.1412,9.4084,9.1787,9.0567,8.958,8.9198,8.8436,9.1498,9.2817,9.355,8.9419,8.6787,8.916,8.3772,8.3259,8.361,8.0845,8.8884,8.4307,8.2356,8.7309,8.3297,10.1713,9.2204,7.8989,8.7543,9.2627,8.7654,9.4727,7.3617,8.9453,7.932,9.0898,8.0391,8.5665,7.3751,9.0103,8.8782,9.4735,9.5141,8.8656,8.1113,10.1141,9.5217,8.9212,9.0326,9.1004,9.3606,8.3967,8.2935,9.4269,8.5496,9.0074,9.7292,8.1177,8.8707,8.5468,9.2599,8.8988,8.2077,8.9355,8.5427,9.3869,8.9425,9.2367,8.4246,8.0783,8.6246,7.9524,9.787,8.3655,8.8105,7.6791,8.7147,8.6834,7.7958,9.6786,8.6215,8.3126,8.7759,9.8078,8.5198,7.989,8.2198,8.2741,8.8048
"TMEM161A",9.3634,9.4171,10.3717,9.3077,9.2575,9.9786,9.1532,10.3873,9.22,9.2682,9.6487,9.1577,9.1161,9.1456,9.4626,9.0149,9.2017,9.4006,9.4471,9.1729,9.7395,9.1191,9.5172,9.6158,10.0007,10.2509,11.0428,9.9515,9.8229,9.4139,9.5751,10.8617,9.717,9.628,9.9575,11.1554,10.0115,10.2235,9.4344,9.8745,8.9596,10.6833,9.4849,10.0159,10.3181,10.1052,9.894,10.3045,9.6631,9.4618,9.7235,10.6221,9.5255,9.5707,10.2865,9.7212,9.7754,9.4214,9.1743,9.4163,9.2395,10.5401,9.0596,9.3999,9.6657,9.6282,9.931,10.6418,9.4158,9.3085,9.3979,9.9323,11.0468,10.3934,10.2726,9.618,11.1982,10.5606,9.6669,9.6378,11.2706,10.4932,9.4131,10.5677,10.0423,10.361,11.145,9.2673,10.5535,10.1294,10.7497,9.586,10.0002,11.1348,10.3778
"MEF2B",7.5557,7.4223,8.237,7.5338,7.2389,6.8708,7.5671,7.6372,7.6498,7.5042,7.5289,7.5845,7.5682,7.3745,7.4931,7.2187,7.6608,7.587,7.1441,7.4026,8.2032,7.3607,7.0836,7.6892,7.5355,8.2024,7.4885,7.8215,7.524,6.871,7.3913,8.3339,7.7468,7.5715,7.7068,9.1316,7.6531,6.8368,7.1611,6.8965,7.6973,7.286,7.8668,8.2074,7.1141,7.5959,7.2264,8.3993,9.7851,7.5232,7.5772,8.4902,6.8611,6.9711,7.6811,7.2966,7.3407,7.1597,6.8051,7.6329,7.1595,7.0899,6.982,7.3223,8.2399,7.5534,7.298,7.3773,7.0173,8.039,7.5605,9.3429,8.2126,9.7378,8.1942,6.5763,8.1521,7.4873,8.217,8.2343,8.6001,7.2473,7.1376,9.1321,6.354,10.4906,7.2541,8.2321,8.811,6.9229,7.377,6.9601,7.9864,7.807,8.5913
